genome,D300693,D300694,D300695,D300696,D300697,D300698,D300699,D300700,D300701,D300702,D300703,D300704,D300705,D300706,D300707,D300708,D300709,D300710,D300711,D300712,D300713,D300714,D300715,D300716,D300717,D300718,D300719,D300720,D300721,D300722,D300723,D300724,D300725,D300726,D300727,D300728,D300729,D300730,D300731,D300732,D300733,D300734,D300735,D300736,D300737,D300738,D300739,D300740,D300741,D300742,D300743,D300744,D300745,D300746,D300747,D300748,D300749,D300750,D300751,D300752,D300753,D300754,D300755,D300756,D300757,D300758,D300759,D300760,D300761,D300762,D300763,D300764,D300765,D300766,D300767
MPB:bin_000350,0,0,0,0,0,0,0,0,0,0,0,0,1.672,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0,1.879,1.643,0,0,0,1.925,0,1.004,1.86,0,0,0,0,1.481,1.206,1.574,0
MPB:bin_000354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205,2.213,5.467,0,0,0,0,0,0,0,0,1.979,0,0,0,1.448,0,0,0.91,1.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808,1.191,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000358,3.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.145,0,0,0,0,0.849,0,0,0,0,0,1.882,0,0,1.361,0,0,0,0,0,0,0,0,0,0,0,1.642,0.687,0,0,0,0,0,0.841,0,0,0,0.974,0.67,0,0,0,0,0.817,1.056,0,0,0,0
MPB:bin_000364,0,2.806,0,0,0,0,0,1.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528,0.737,0,0,0,0,0,0,0,1.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.542,0,0,0,1.029,1.797,0,0,0,0,0,1.657,0,0,7.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.103,0,2.926,0,0.994,0,0,1.902,0,0,0,1.71,0,0,0,0,0,0
MPB:bin_000373,0,0,0,0,0,0,0,0.669,0,0,0,0,0,0,0,0,0.986,0,0,0,0.927,3.276,0,0,0,1.341,0,0,0,0,0,1.491,0,1.862,2.002,0,1.021,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368,0,0,0,1.096,0,0,0,0,0,0,1.775,0,0,1.209,0
MPB:bin_000375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,0,0,0,0,0,0,0.764,0,0,0,0,0,0,0,0,2.129,2.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000378,1.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.915,2.412,0,1.061,0,0,1.113,0,0,0,0,0.934,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969,0,0,0.811,1.842,0,0,0,0,0,0,0.594,0,1.066,0,0
MPB:bin_000379,4.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.836,0,0.789,3.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.151,1.082,0,2.443,0,0,0,0,0,0,0,0,0,0,0,0,0,3.143,0,0.844,3.296,1.133,2.224,1.074,0,0.94,0.787,0.945,0,0,2.683,0.765,0,0,0,2.995,0,0
MPB:bin_000380,9.118,5.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.048,0,0,3.487,0,5.772,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000382,0,0,0,0,0,0,0,4.628,0,2.93,1.142,4.009,0,2.981,0,1.796,0,0,1.366,0,2.579,1.128,0,0.539,0,0,0.867,1.336,1.866,1.792,30.685,1.642,2.22,0,0,0,0.72,1.492,0.958,0,0,0,0,0,0,2.802,0,0,8.506,1.187,0,3.751,2.178,15.58,0,0,0,1.379,1.503,0,0,0,0.898,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000383,1.79,1.204,0,1.611,0,0,0,0,0,0,0,0,1.416,0.736,0,1.029,1.522,1.103,0.895,1.925,0,1.593,0,0,0,0,0,0,0.778,0,0,0,0,0,0,0,0,0,1.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694,0.943,0,0,1.663,0,0,0,1.068,1.115,0,0,0,0,0,0,0,0,1.124,0,0
MPB:bin_000385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.544,0.63,0,0,0,5.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000387,20.591,10.507,13.841,6.245,0,0,0,0,0,0,0,0,0,0,0.631,1.899,3.731,1.401,3.776,41.889,0,2.865,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,7.167,5.153,1.835,0,2.394,0,0,0,0,0,0,0,0,0,0,0,0,0,4.439,7.954,0,0.983,3.463,1.865,2.239,0,4.223,6.98,3.02,24.677,27.594,7.814,3.771,5.102,1.565,14.165,8.378,7.975,0
MPB:bin_000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087,1.735,0,0,0,0,0,0,0,0,1.233,0
MPB:bin_000393,1.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021,0,0,0.957,0,0,0.747,0,0,0,0,0.719,0,0,0,0,0.679,0,0.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566,0,0.795,0,0,0,0.944,1.129,0,0,0,0.591,0
MPB:bin_000394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.163,0.952,1.121,0.717,1.117,2.397,0.614,0.676,0,0.971,0,1.184,0,0,0,0,0
MPB:bin_000395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.131,0,0,3.212,0,0,0,0,0,0,1.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.849,0,0,0,0.809,0,1.38,0,0,0,3.625,0,0
MPB:bin_000397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,1.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056,0.711,1.046,0.814,0,4.149,0,0.952,0.708,0,0,0.967,1.864,0.767,1.262,0,0,0
MPB:bin_000398,2.202,1.432,2.074,1.703,0,0,0,0,0,0,0,0,0,0,0,1.454,0,1.331,1.499,3.568,0,1.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,1.185,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,0,0,0,1.047,0.871,0,0,0,0.965,0,1.029,1.426,0,0,0,0.847,0.925,0,1.085,0
MPB:bin_000399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.921,0,0.63,0,0,0,0,0,1.423,0,0,0,0,0,0,0,0,0,0,0.521,0,0,0,0.737,0,0.567,0,0,0,0
MPB:bin_000400,4.36,2.123,0,3.002,0,0,0,0,0,0,0,0,0.843,0,0,2.093,6.347,0.616,1.933,15.718,5.769,5.419,0,0,0,0.779,2.958,0,0,0,0,6.036,0,11.739,3.81,0,0,0.921,1.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0.563,0,6.893,0,0,1.489,0,2.003,6.832,0,9.662,5.864,1.17,10.724,0,0,0,0,0
MPB:bin_000402,0,0,3.417,0,0,0,0,0,0,0,0,0,1.825,0.857,0,1.475,0,2.064,0,2.08,0,0,0,0,0,0,0,0,1.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151,0,0,1.222,0,0,0,0,0,0,0,0,0
MPB:bin_000403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.181,0,0,0,0,3.696,0,0,0,0,0,2.994,0,0,1.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0.651,1.296,2.188,0.595,0,0.958,0,1.554,0
MPB:bin_000407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0.98,1.406,0,0,0,4.623,1.509,0,0,0,1.022,0.634,0,2.481,0,3.966,0
MPB:bin_000408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.145,0,0,0,0,0,0,0,0,0,0,1.501,0,0,0,0,1.25,0,2.161,1.279,0,0,0.906,1.109,0,1.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959,0,0,0,1.701,1.492,0,0,0,1.618,1.037,0,0,0,0,0,0,0.897,0,1.081,0
MPB:bin_000409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.457,0,0,0,0,0,0,0,0,0.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.463,0,0,2.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,1.588,1.331,0,0,0,1.838,1.06,0,0,0,1.679,0,1.322,0,0,0,0
MPB:bin_000411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.947,0,0,0,0,0,0,2.158,0,0,0,0,0,0,0,1.474,1.181,0
MPB:bin_000413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000414,0.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002,0,0,0,0,0,0,0,0,0.797,0.877,0,0.909,1.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859,0,0,0,0,0,0,0,0,0,0
MPB:bin_000416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.864,0,0,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555,0,0,0,0.7,1.014,0,0.852,0,0,0
MPB:bin_000418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321,1.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000419,10.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.381,0,0,3.015,0,0,0,0,2.092,0,0,0,0,0,0,0,0,0,0.987,6.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.146,0,0.611,0,1.086,2.005,0,0.86,1.523,1.322,0.966,0,0,1.895,1.577,1.69,0
MPB:bin_000421,0.806,0,0.892,0.997,0,0,0,0,0,0,0,0,1.14,0,0,0.853,0,0.842,0,1.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,0,0,0.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363,1.377,0,1.991,0,0,1.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522,1.082,1.355,0,1.817,0,0,0,0,0,0,0,0,0,0,0,0,0,1.659,0,0,0,1.303,0,0,0,0,0,0,0,1.737,0,0,0.964,0,0,0,0,0
MPB:bin_000425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582,0,0,0,0,0,0
MPB:bin_000426,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126,1.617,0,0,2.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,0,1.687,0,2.807,0,0,0,0,0,0,0,0,0,0,0,0,0,1.208,0,0,0,7.889,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602,0,2.744,1.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762,0,0,0,1.124,1.509,0,0,0,2.04,0,1.329,0,0,0,0
MPB:bin_000433,3.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.898,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,0,0,0,0.73,0,2.853,0,0,0,0,0,0,0,0,1.189,0
MPB:bin_000435,0,0,3.677,4.431,0,0,0,0,0,0,0,0,0,0,0,2.337,2.617,1.512,1.798,2.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.684,0,0,0,0,0,0,0.957,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000437,1.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934,0,0,0,0,0,1.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.292,3.058,0,0,1.048,3.805,0.993,2.375,2.228,1.341,1.304,2.611,1.591,0,1.09,2.615,0
MPB:bin_000438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,1.498,0,0,0,0,0,0,0,0,0,0
MPB:bin_000440,1.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.281,0,1.367,0,2.705,0,1.247,0,0,0,0,0.963,0,0,0,0,0,0,0,1.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358,0,0,0,1.153,0,0,1.657,0,0
MPB:bin_000442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996,0,0,0,0.857,0,1.031,0,0,0,0.929,0,0,0,1.255,0
MPB:bin_000445,3.333,0,5.496,4.922,0,0,0,0,0,0,0,0,1.491,0,0,0,2.275,5.191,5.564,3.771,1.654,3.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.361,1.535,2.04,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,5.132,0,0.887,0.959,2.532,2.187,1.156,0,5.615,1.527,0,3.359,5.773,4.009,0,0,0,1.615,1.637,1.957,0
MPB:bin_000446,0,1.204,2.847,1.375,0,0,0,0,0,0,0,0,0.834,0,0,2.476,1.193,1.288,0,1.675,0,1.348,0,0,0,0,0.859,0,0,0,0,1.767,0,0,0,0,0,1.133,1.106,0,2.736,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395,2.205,0,0.782,2.159,1.241,0,0,0.808,0,0,1.866,3.173,1.86,0,0,0,1.32,1.656,1.603,0
MPB:bin_000447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0.853,0,0,2.675,0.594,0,0,0,0,0,0,0,0,0,0
MPB:bin_000449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603,0,0,0,0.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216,0,0,1.977,1.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,0,0,1.198,0,0.689,0,1.988,1.616,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364,0,0,1.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686,0,0,0,0
MPB:bin_000452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0.555,0,0,0,0,0,0.803,0
MPB:bin_000453,0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,0,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000455,0.974,2.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638,0,0.515,0.772,0,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.509,1.831,0.548,0,1.097,1.204,0,0,0,0,0,0,0,1.857,0,0,0
MPB:bin_000456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.922,5.453,0,0,0,0,0,0,0,0,0,0,0.836,0,1.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000458,9.28,0.986,0,0,0,0,0,0.724,0,0,0,0,0.692,0,0,18.658,3.084,0,4.071,0,1.833,9.319,0,0,0,0,2.881,0,0,0,0,2.452,0,2.389,1.194,0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813,0,0,1.08,0,0,0.614,0,0.825,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806,0,0,0,0,0,0,0,0,0,0
MPB:bin_000460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858,0.944,0,0,0,0.881,0,0,1.031,0,0,0,0,0,0,0.719,0
MPB:bin_000461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818,0,0,0,0,0,0,0,0,0,0
MPB:bin_000466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555,0,0,0,0,0.814,0,0,0,0,0,0,0.981,0,1.165,0
MPB:bin_000470,1.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,0.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764,0,0,0,0,0.727,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0.856,0
MPB:bin_000473,0,0,1.38,0,0,0,0,0,0,0,0,0,0.613,0,0,1.013,0,0.886,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,1.094,0,0,0,0,0,0,0,0
MPB:bin_000476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.963,0,0,0,0,0,0,0,0,0,1.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000477,2.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.954,0,0,4.635,1.725,0,1.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.413,0.938,0,0,1.228,1.054,0
MPB:bin_000479,2.459,1.188,0,0,0,0,0,0,0,0,0,0,0,0,0,1.595,0,0,0,2.23,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.955,0,0,0,0,0.969,0,1.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692,0,0,0.81,0.885,0,0,0,0,0,0.927,2.817,1.024,0.769,0,1.722,0,2.28,1.299,0
MPB:bin_000491,1.839,0,1.847,0,0,0,0,0,0,0,0,0,0,0,0,2.062,1.666,0,0.812,1.865,0.665,2.147,0,0,0,0,0,0,0,0,0,0.589,0,0.727,0,0,1.137,1.515,2.12,0,2.428,0,0,0,0,0,0,0,0,0,0,0,0,0,2.891,1.274,0,0.875,2.058,0,0,0,0.857,0,0,1.322,2.158,1.236,0,0,0.837,0,2.843,1.257,0
MPB:bin_000499,5.48,3.781,4.984,5.704,0.849,0,0,0,0,0.825,0.758,0,3.152,1.746,0,3.961,2.723,7.34,4.884,0,1.652,4.696,0,0,0,0,5.12,0,1.476,0,0,0,0,0,0,0,1.912,1.787,2.713,0,4.631,0,0,0,0,0,0,0,0.796,0,0,0,0,0.963,2.715,5.719,1.099,0,1.943,1.056,0,0,2.212,1.168,1.021,2.959,0,1.546,1.812,1.34,0,0,2.56,5.339,0
MPB:bin_000538,1.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000554,2.774,0,4.015,2.219,0,0,0,0.973,0,0,0,0,3.237,2.729,0,3.034,5.168,4.646,0,4.041,0,2.291,0,0,0,0,2.023,0,1.786,0,2.895,1.233,0,1.661,0.972,0,1.749,2.161,2.348,0,3.772,0,0,0,0,0,0,0,0,0,0,0,0,0,2.423,0,0,1.033,4.355,2.35,1.441,0,1.484,2.583,1.724,2.381,8.994,2.288,2.741,2.693,1.421,2.98,4.088,2.759,0
