genome,D300693,D300694,D300695,D300696,D300697,D300698,D300699,D300700,D300701,D300702,D300703,D300704,D300705,D300706,D300707,D300708,D300709,D300710,D300711,D300712,D300713,D300714,D300715,D300716,D300717,D300718,D300719,D300720,D300721,D300722,D300723,D300724,D300725,D300726,D300727,D300728,D300729,D300730,D300731,D300732,D300733,D300734,D300735,D300736,D300737,D300738,D300739,D300740,D300741,D300742,D300743,D300744,D300745,D300746,D300747,D300748,D300749,D300750,D300751,D300752,D300753,D300754,D300755,D300756,D300757,D300758,D300759,D300760,D300761,D300762,D300763,D300764,D300765,D300766,D300767
D300720:bin_000001,0,0,0,0,9.815,0,2.031,70.11,0,29.193,98.087,3.172,173.032,230.825,16.495,288.489,145.121,219.299,0,0,0,0,8.165,5.569,8.191,81.245,163.166,45.754,224.878,4.745,257.539,121.949,27.287,161.109,129.866,0,0,0,0,0,0,1.825,0,2.659,0,12.845,5.884,4.596,8.675,29.163,0,11.112,39.527,33.764,0,0,0,0,0,143.231,72.441,63.721,139.939,104.465,154.224,88.17,185.856,123.018,128.839,150.019,129.103,96.582,124.303,175.934,0
D300723:bin_000001,0,0,0,0,0,0,2.945,0,1.735,8.94,6.479,4.988,0,0,0,0,0,0,13.032,0,0,3.059,0,0,0,0.623,0,0,0,1.143,24.546,0,0,0,0,0,0,0,0,0,0,0,0,2.493,0,8.958,1.148,8.005,3.471,7.004,0,0,7.794,17.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300723:bin_000008,7.465,12.962,14.373,160.26,0,0,0,0,0,1.426,7.532,0.626,16.427,12.369,0,1.765,17.465,41.481,3.622,10.473,0,0,0,0,0,0,0.798,0,12.051,0.586,14.245,0,0,0,0,0,0,1.631,1.646,0,0,0,0,0,0,0.562,0,0.854,6.226,6.517,0,1.167,2.436,2.6,0.972,0,0.606,0,1.821,0.858,1.972,0,1.154,1.734,1.317,0,0,0,0,0,0,0,0,2.113,0
D300729:bin_000019,6.529,5.304,6.47,5.56,0,0,0,0,0,0,0,0,1.972,1.519,0,4.81,2.381,3.817,5.855,9.682,2.484,5.713,0,0,0,0,1.401,0,1.351,0,2.054,0,0,1.257,0,0,4.618,2.899,3.609,0,4.586,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,5.308,1.251,1.41,3.166,1.556,1.055,0,1.694,2.349,1.678,2.252,2.301,1.617,2.762,1.991,2.024,1.903,2.311,3.545,0
D300742:bin_000002,17.338,2.301,17.011,6.607,9.629,0,2.391,5.71,1.505,13.87,33.371,3.999,13.577,21.304,0.789,15.541,7.953,9.745,20.297,34.165,10.556,0,0.851,19.045,1.823,2.053,13.089,7.415,37.195,3.72,48.372,2.905,5.354,7.039,5.042,0,6.543,4.122,9.261,0,2.164,1.895,0,2.777,0.736,44.491,1.65,4.642,15.161,18.714,0,9.623,24.449,29.733,2.268,0.863,0.716,3.399,6.317,3.823,3.727,1.87,8.044,6.846,1.549,3.645,1.076,0,1.949,3.101,1.51,5.58,0.977,0,0
D300748:bin_000014,7.246,2.786,13.023,12.061,0,0,0,0.826,0,0,0.641,0,2.62,0.938,0,2.104,5.065,6.241,3.132,16.03,1.198,2.887,0,0,0,0.666,1.281,0,1.011,0,1.923,0,0,1.746,2.404,0,2.174,1.637,2.295,0,4.794,0,0,0,0,0,0,0,0,0,0,0,0,0,5.134,28.509,0,0.798,2.247,1.857,0.914,0,1.314,2.472,0.889,2.058,4.05,2.374,1.316,1.549,1.09,2.125,3.837,4.415,0
D300750:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.178,0,0,0,0,0,6.417,0,0,0,0,0,0,0,0,0,0,0
D300751:bin_000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0,0,0.835,0,2.899,63.713,0,0,0,5.168,0,0,0,0,0,1.137,0,6.402,45.86,0,0,4.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.803,2.887,55.741,0,0,0,0,0,0,0,0,0,0,0,3.618,0.671,0,0,0
D300751:bin_000031,4.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,0,1.934,0,0,10.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603,1.962,1.581,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,5.602,0.773,0,2.777,38.019,1.003,0,0,1.498,0,1.832,0,0,0,0,0,0,0.912,1.123,1.67,0
D300754:bin_000002,0,2.12,0,2.068,0,0,0,1.452,0,0,0,0,0,0,0,0,0,0,18.845,0,16.666,15.588,0,0,0,3.005,1.179,0,0,0,0,3.677,0,5.275,0.811,0,8.787,2.274,0.991,1.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0.83,20.404,13.839,0,4.375,0,15.664,1.693,1.856,14.86,0,0,0,25.293,0,10.971,0,0,0,0
D300754:bin_000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.306,0,0,0,0,0,0,0,0,0,0,0,0,0
D300755:bin_000017,5.286,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.432,0,0,2.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.565,0,1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.563,0,0.623,0,0,0,4.687,11.945,28.886,0,57.056,38.037,0.876,0,0,0,0,0,6.774,0,0
D300757:bin_000005,21.465,13.964,0,0,0,0,0,0.674,0,0,0,0,0,0,1.757,20.53,0,0,32.673,0,20.379,30.904,0,0,0,1.266,0,0,0,0,0,32.492,0.625,13.519,6.835,0,6.689,6.088,4.763,0,16.06,0,0,0,0,0,0,0,0,0,0,1.186,0,0,3.054,0,6.655,2.214,2.564,6.308,0.899,1.261,0,4.663,24.391,1.049,0,1.161,53.354,2.075,15.445,2.165,4.115,16.888,0
D300759:bin_000011,0,0,1.484,0,0,0,0,0,0,0,0,0,0,0,0,1.759,4.436,0.958,1.753,1.944,1.241,1.224,0,0,0,0,0.67,0,0.868,0,1.531,11.969,0,10.81,8.178,0,8.3,1.244,8.548,0,3.565,0,0,0,0,0,0,0,0,0,0,0,0,0,4.797,0,1.54,0,1.39,16.717,9.52,1.751,17.281,7.168,24.794,20.663,44.017,23.532,17.783,16.229,21.509,11.746,29.339,20.922,0
D300759:bin_000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0,0,0,0,0,0,0,0,1.648,0,0,3.928,13.915,0,1.94,3.602,0.872,4.513,3.096,3.661,0
D300760:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.999,0,0,27.01,11.01,3.107,1.095,14.588,21.224,14.396,0,0
D300763:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.06,0,0,0,0
D300763:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.851,0,0,0,0
D300763:bin_000022,8.06,7.771,68.625,25.478,0,0,0,2.727,0,0,0,0,6.211,6.442,0.931,33.943,5.394,18.975,40.195,37.746,0,3.294,0,0,0,0,2.868,0,1.467,0,5.819,0,0,0,0,0,47.413,12.618,22.345,0,28.045,0,0,0,0,0,0,0,0,0,0,0,0.715,0,26.838,250.966,10.011,2.946,2.569,6.047,20.37,0.731,23.118,12.155,3.169,40.487,84.37,19.069,38.221,28.865,23.702,29.585,67.569,20.933,0
D300763:bin_000032,7.73,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.122,0,0,0,0,2.433,0,0,0.779,0,0,0,0,0,0,0.891,0,0,0,0,2.669,2.608,7.941,0,18.938,0,0,0,0,0,0,0,0,0,0,0,0,0,6.388,1.187,0,2.089,1.31,12.364,0,0,2.544,2.455,1.497,1.596,2.034,0,1.373,1.146,6.896,1.663,1.524,1.678,0
D300764:bin_000008,0,2.139,4.451,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609,5.554,5.153,44.86,0,0,0,0,0,0,2.003,0,0,0,0,4.357,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86,0,14.722,0,1.162,8.186,13.137,27.427,15.694,10.871,10.121,74.482,12.088,17.068,0
D300764:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.213,90.471,0,0,0
D300766:bin_000008,0,0,0,0,0,0,0,1.067,0,0,0,0,0,0,0,0,3.447,0,0,0,0,0,0,0,0,0,0,0,0,0,1.189,8.5,0,3.142,2.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.492,0,1.22,1.05,3.015,21.187,0,58.199,20.068,11.233,3.901,3.995,38.028,9.96,11.176,0
D300766:bin_000009,98.418,22.532,0,26.552,0,0,0,6.596,0,0,0,0,1.203,1.788,0,4.706,10.25,1.132,15.451,14.419,12.681,49.924,0,0,0,9.242,0.849,0,0,0,0,1.195,1.253,5.085,8.22,0,6.732,3.815,14.177,0,13.949,0,0,0,0,0,0,0,0,0,0,0,0,0,25.045,46.596,4.877,4.362,78.709,6.171,1.497,3.02,0.538,11.169,1.018,10.047,6.819,32.276,2.903,0.794,2.976,14.632,23.816,33.247,0
MPB:bin_000002,1.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.976,0,0,0.702,0,0,0,0,1.785,0,0,0,0,0,0,1.206,3.076,0,0,0.787,2.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.159,0,0,0,0,0,0,0.766,7.59,0,1.138,0,0,0.881,0,1.03,0.576,0,0.945,0,0
MPB:bin_000004,3.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.115,1.238,0,13.145,0,3.462,15.37,0,0,1.98,6.689,0,0,0,0,0,0,0,0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,1.76,2.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000005,6.787,5.742,5.942,0,0,0,0,0,0,0.793,1.74,0,2.96,1.42,0,5.266,2.212,1.286,7.058,4.662,4.077,2.959,0,0,0,1.512,3.393,2.427,2.639,0,12.542,2.004,0,2.857,3.619,0,1.027,4.788,4.218,0,8.932,0,0,0,0,0,0,0,1.872,0.632,0,0,0,0,2.149,0,0,1.802,8.857,1.666,0.863,0.754,3.671,2.002,2.03,1.363,10.503,1.31,1.309,2.671,3.383,7.48,2.381,2.877,0
MPB:bin_000006,1.694,0.983,0,0,0,0,0,2.638,0,0,0,0,0,0,0,1.098,0,0,1.027,5.844,0,1.614,0,0,0,0,2.113,0,0,0,0,1.789,0,0.649,0,0,0.89,0.652,0.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314,0,0,0,1.257,0.617,1.4,1.107,0.636,2.968,1.699,0,0,0,1.372,0,4.776,0,1.866,2.324,0
MPB:bin_000007,44.025,9.555,0,0,0,0,0,0,0,0,0,0,0,0,0,1.831,0.613,0,0,0,1.835,5.753,0,0,0,0,3.793,0,0,0,0,0,0,0,0,0,0,1.623,0,0,0.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954,0,2.989,4.965,0,0,1.758,0,0,2.179,0,0,0,2.613,4.169,0,1.344,1.597,4.255,0
MPB:bin_000009,5.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.239,1.909,0,1.144,0,1.217,6.042,0,0,0,0,7.519,0,0,0,0,0,0,0.696,0.561,0,1.531,0,0,0,3.888,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,1.449,0,1.001,1.315,1.145,4.561,1.954,3.108,2.372,4.448,8.572,3.44,0.783,0,0,1.528,4.048,0
MPB:bin_000010,7.013,4.144,0,0,0,0,0,0,0,0,0,0,0.704,0,0,0,2.254,0,0,0,0,0,0,0,0,0,1.386,0,0.684,0,5.563,0,0,0,0,0,0,1.034,1.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.157,0,0,0,0,0,0,0,0,0,0
MPB:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482,0,2.371,10.33,0,0,0,1.205,0,0,0,0,0,0.611,0,0,0,0,0,1.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111,0,0.892,0,0,0,3.794,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000016,0.755,3.133,9.474,9.705,0,0,0,0.8,0,0,1.981,0.688,1.414,2.351,0,21.78,5.981,10.369,36.601,1.97,1.683,4.199,0,0,0,0.758,27.551,0,0,3.191,1.708,0.504,0.593,0,0,0,5.092,2.996,16.368,0,2.255,0,0,0,0,0,0,0,0,0,0,0,0.654,1.13,12.953,14.249,2.111,4.19,5.881,10.634,8.262,3.147,18.247,15.49,6.584,6.771,7.761,16.074,18.142,28.147,17.945,2.204,4.707,4.028,0
MPB:bin_000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58,0,0,0,2.807,0,0,0,0,3.027,0,0,18.021,0,4.88,0
MPB:bin_000019,0,0.77,0,0.731,0,0,0,0.768,0,0,0,0,0.881,2.243,0,17.959,2.496,6.82,0,0,0,0,0,0,0,0,8.803,0,0.959,1.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,0,0,0.71,2.023,2.012,0,0,0.582,0,0.86,2.062,1.924,0,3.055,0
MPB:bin_000021,1.672,3.317,0,0,0,0,0,0.612,0,0,0,0,0,0,0,14.674,0,0,3.228,0,2.782,0.711,0,0,0,1.281,0,0,0,0,0,0,0,0,0.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000022,0,0,0,0,0,0,0,0,0,0,1.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461,0,1.855,1.618,0,0.734,0,0,2.695,0,0
MPB:bin_000026,1.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,0,0,0,0,0,3.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,0,0.593,0,0,0,0.985,0,0.783,1.379,0,0,0,0,0,0,0,0,0,0
MPB:bin_000030,3.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.105,0,3.425,4.701,0,6.876,0,0,0,0,0,0,0,0,0,0,0,0.613,1.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000034,0,0,0,0,0,0,0,2.23,0,0,0,0,10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0,0,0,0,0,0,5.997,3.555,0,0,2.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,1.86,0,0,1.564,0,3.026,0,0,0,0,0,0,0,0.697,0,0
MPB:bin_000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.455,13.403,0,0,0,1.124,0,0,0,0,0,4.363,0,2.048,8.68,0,0,2.469,2.098,0,2.469,0,0,0,0,0,0,0,0,0,0,0,0,0,1.262,0,0,3.409,10.389,13.628,2.301,3.009,0,8.147,9.74,0,4.027,0,7.889,9.752,7.838,1.602,0,0,0
MPB:bin_000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.302,2.159,2.772,4.393,3.202,3.951,0,0,0,2.436,0.912,1.499,0.557,0,0,0
MPB:bin_000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.032,0,0,0,0,0.874,0,0,0,0,0,1.123,0,0,0,0
MPB:bin_000041,24.774,0,1.688,0,0,0,0,3.833,0,0,0,0,0,0,0,0,0,0,3.94,0,2.493,1.276,0,0,0,0,0,0,0,0,0,0,0,0.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.817,0,0,0,0.967,6.2,6.882,3.011,5.282,0,18.906,33.829,3.689,0,13.528,1.717,0,0,0,1.708,0
MPB:bin_000042,45.59,25.654,9.184,8.448,0,0,0,0.978,0,0,0.735,0,11.881,0,2.929,37.346,3.726,13.606,9.665,11.576,3.267,17.253,0,0,0.691,9.127,4.395,0.994,4.165,0,6.123,0,3.343,0.766,0.722,0,23.778,6.347,12.529,0,24.102,0,0,0,0,0,0,0,0,0,0,0,0,0,19.315,0.786,4.415,2.753,21.025,11.279,7.944,4.889,4.587,1.478,6.565,10.333,8.13,3.384,5.092,2.609,0,4.672,0,2.881,0
MPB:bin_000044,0,32.887,0,0,0,0,0,0,0,0,0,0,0,0,0,4.767,130.12,1.068,1.014,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0
MPB:bin_000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.867,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.017,3.42,7.337,13.542,0,33.304,33.754,109.367,55.3,99.726,25.408,62.975,111.898,81.622,51.08,0
MPB:bin_000048,3.869,1.814,13.674,9.568,0,0,0,0,0,0,0,0,16.647,1.102,0,0,1.774,8.725,4.11,0,0,0,0,0,0,0,2.898,0,0,0,0,0,0,0,0,0,3.14,4.97,3.101,0,8.078,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226,7.298,0.672,3.29,8.903,0,0.73,0,1.131,0,1.657,3.163,1.752,1.068,0,0,5.441,1.376,0,1.473,0
MPB:bin_000049,1.098,1.071,0,0,0,0,0,2.098,0,0,0,0,0,0,0,40.232,12.477,0,1.546,0,0.555,0,0,0,0,0,2.524,0,0,0,0,1.067,0,1.259,0,0,0.522,17.418,0,0,7.297,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,2.366,0.649,2.383,1.2,0.947,0.851,2.737,2.34,0.698,1.084,0,0.834,0,0,0,0,0.864,24.829,0
MPB:bin_000050,3.836,1.351,0,0,0.663,0,0,0,0,0,0,0,0,0,0,1.896,1.8,0.958,2.177,0,1.487,1.698,0,0,0,0.824,0.943,0,0,0,0,1.153,0,0.658,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0,0,0,0,0,0,0.797,0.735,0,0,0,0.764,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000051,568.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.448,2.249,0,1.665,0,0,40.807,0,0,0,0,66.342,0,0,0,0,1.299,0.81,0,0,0,1.193,2.61,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.339,2.537,0.547,5.598,6.068,11.555,1.768,2.532,18.553,37.535,9.439,1.749,5.553,1.808,5.518,2.542,2.871,1.679,46.798,25.287,0
MPB:bin_000052,2.963,6.844,0,2.356,0,0,0,0,0,0,0,0,0,0,0,0,1.493,0,0,23.175,0,0,0,0,0,0.871,0,0,0,0,0,0,0,1.503,0.732,0,0,4.864,16.867,0,39.957,0,0,0,0,0,0,0,0,0,0,0,0,0,16.633,0,0,3.166,6.777,0,0,0.611,0,1.452,0,0,0,0,0,0,4.6,0,0,0,0
MPB:bin_000053,0,0,0,0,0,0,0,51.588,0,0.982,2.87,0,129.816,99.592,0,0,0,0,3.085,0,1.177,0,0,2.525,0,1.158,169.72,27.944,91.97,0,116.653,6.799,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0,2.851,0,2.214,0,0,0.804,0.702,9.581,0,11.827,0,0,1.301,4.488,0,0.728,1.347,0,46.842,0,0,0,0.93,15.716,4.877,0,0,0,0
MPB:bin_000055,1.354,0.98,0,0,0,0,0,4.143,0,0.85,2.375,0.596,0,12.628,0,0,0,0,6.628,0,0.908,4.56,0,0,0,0,3.688,2.331,3.771,0,15.165,2.946,2.839,0,5.786,0,1.032,1.392,2.993,0,4.731,0,0,0,0,0.685,0,0.615,0.537,0,0,0.682,3.378,5.352,2.447,0,0.705,3.483,0,4.425,0,0.588,4.023,7.102,1.941,2.078,0,0,0.803,5.184,3.409,1.519,0,2.509,0
MPB:bin_000057,0,1.004,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,1.974,0,0,1.026,0,0,0,0,0,0,0,0,0,0,0,2.604,0.561,0,0,0,1.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973,0,0,0.768,0,4.155,0,1.719,0,1.145,1.16,0,0,0,1.034,0,0,0,0,0,0
MPB:bin_000059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.303,1.073,0,0,34.369,6.315,0,0,3.594,10.176,6.017,7.94,10.088,0,2.389,0
MPB:bin_000061,4.759,0.677,0,1.101,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0.893,2.071,2.651,0,3.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,1.105,0,0.569,0,6.215,0.953,0.799,0,2.794,1.663,0,1.637,0.974,0,1.889,0,0
MPB:bin_000062,2.588,0,0,40.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.211,3.627,0,9.314,0,0,0,0,0,0,0,0,0,0,0,0,0,4.765,0,0,1.282,4.041,0,1.078,0.916,1.185,0,0.972,0,0,2.729,0,3.305,1.338,1.273,0,0,0
MPB:bin_000063,4.13,2.04,3.723,2.231,0,0,0,0,0,0,0,0,1.202,0,0,2.407,4.982,1.212,2.444,3.929,0.775,1.56,0,0,0,0.867,0,2.292,0,0,0,0,0,1.029,0,0,1.168,1.793,2.053,0,2.181,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573,0,0,0.869,3.337,1.691,0.734,0,1.633,1.626,1.187,1.974,3.236,1.792,0,0,0,1.282,1.601,2.048,0
MPB:bin_000064,0,0,1.845,0,0,0,0,1.435,0,0.872,7.061,0,13.038,15.714,1.458,9.642,1.747,0,1.729,0,0.794,1.508,0,0,0,2.312,1.052,6.703,10.489,0,2.173,0,1.604,0.951,14.478,0,0,3.906,2.379,0,5.429,0,0,0,0,0,0,0,0,0.76,0,2.031,2.8,0.68,2.334,0,0,3.497,7.342,2.194,0,0,1.727,1.717,0,1.459,2.005,0,0,0,0,0,1.195,0,0
MPB:bin_000065,0,1.427,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,13.536,34.505,1.818,11.283,0,2.491,0,0,0,0,1.915,0,0,0,0,0,0,0,0,0,4.133,0,48.033,0,33.266,0,0,0,0,0,0,0,0,0,0,0,0,0,34.025,0,0,0,0,0,14.448,0,18.425,0,8.891,8.711,10.965,0,0,1.633,0,0,17.816,0,0
MPB:bin_000066,1.635,0.627,2.695,3.296,0,0,0,0,0,0,1.158,0,1.325,1.172,0,12.793,10.552,7.027,15.294,2.819,2.444,2.945,0,0,0,0,9.61,0,0,0,0.876,0.7,0,0.726,1.072,0,2.522,3.528,0.863,0,1.196,0,0,0,0,0,0,0,0,0,0,0,0,0,3.191,2.369,0.614,2.148,2.915,5.658,3.03,1.482,7.006,8.123,2.655,1.694,4.835,5.641,9.571,17.271,9,2.625,1.909,1.189,0
MPB:bin_000069,3.135,4.754,6.009,9.003,0,0,0,0.896,0,0,0,0,3.752,2.363,0,17.462,8.314,8.457,5.155,12.802,1.535,4.264,0,0,0,0.69,2.224,0,1.596,0,1.952,0,0,3.109,2.151,0,2.556,9.488,2.471,0,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,4.641,11.768,0,2.704,9.351,8.589,1.765,0,2.533,7.263,1.57,7.541,19.193,12.342,2.797,2.625,2.07,5.911,7.067,6.443,0
MPB:bin_000070,2.95,1.92,1.31,1.422,0,0,0,0,0,0,0,0,23.301,4.354,0,1.731,1.714,2.555,1.4,1.958,0,1.744,0,0,0,0,0,0,0.751,0,2.143,0,0,0,0,0,0.62,0.923,1.337,0,2.531,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,2.093,0,0,3.16,0,0.737,0,0.981,1.195,0,1.905,2.84,1.071,0,1.229,0,0.794,1.013,1.134,0
MPB:bin_000072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.938,2.465,0,0,0,1.175,0,0,0,2.635,0,0,2.101,0,0,0
MPB:bin_000073,2.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914,0,0,0,1.954,7.951,0,0,0,0,0.884,0,0,0,0,0,0,0,0,0,1.001,1.087,0.9,0,1.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,0,0.761,0,0,0,0,0,0,0,0.657,0,0,0,0,0,0,0.809,0.747,0
