genome,D300418,D300419,D300420,D300421,D300422,D300423,D300424,D300425,D300426,D300427,D300428,D300429,D300430,D300431,D300432,D300433,D300434,D300435,D300436,D300437,D300438,D300439,D300440,D300441,D300442,D300443,D300444,D300445,D300446,D300447,D300448,D300449,D300450,D300451,D300452,D300453,D300454,D300455,D300456,D300457,D300458,D300459,D300460,D300461,D300462,D300463,D300464,D300465,D300466,D300467,D300468,D300469,D300470,D300471,D300472,D300473,D300474,D300475,D300476,D300477,D300478,D300479,D300480,D300481,D300482,D300483,D300484,D300485,D300486,D300487,D300488,D300489,D300490,D300491,D300492,D300493,D300494,D300495,D300496,D300497,D300498,D300499,D300500,D300501,D300502,D300503,D300504,D300505,D300506,D300507,D300508,D300509,D300510,D300511,D300512,D300513,D300514,D300515,D300516,D300517,D300518,D300519,D300520,D300521,D300522,D300523,D300524,D300525,D300526,D300527,D300528,D300529,D300530,D300531
GPB:bin_000074,54.466,0,0,0,0,0,0,0,14.037,54.9,0,0,0,0,0,0,0,0,0,5.484,19.341,32.725,12.563,0,0,0,0,0,0,9.807,0,0,9.426,0,0,0,0,0,0,0,57.464,0,0,16.292,0,25.913,23.577,0,0,37.358,0,6.241,0,0,0,20.146,0,15.234,0,0,63.523,0,0,0,0,0,45.105,10.61,0,0,18.019,24.141,25.422,12.148,0,0,0,17.782,44.485,30.462,0,23.679,14.865,0,19.295,40.097,28.622,4.453,0,0,0,0,0,0,12.619,0,0,3.115,15.144,0,0,0,9.493,0,0,28.124,5.477,0,0,6.825,0,0,0,0
GPB:bin_000075,0,0,0,0,3.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.336,0,2.487,0,4.573,0,0,0,6.362,0,0,0,0,0,0,0,0,4.266,0,0,3.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000076,16.488,0,0,0,0,0,0,0,0,16.351,0,0,0,0,0,0,0,0,0,0,0,104.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.082,0,0,0,0,0,0,0,0,25.309,0,0,0,0,0,28.359,0,121.675,0,0,8.617,0,0,0,0,0,3.283,0,22.129,0,0,0,13.274,0,0,0,0,10.443,8.479,0,0,0,0,0,0,0,24.181,0,37.196,0,0,0,0,0,4.164,0,0,0,0,0,0,46.806,0,0,0,0,0,0,0,17.703,4.501,0,0,0
GPB:bin_000078,4.528,0,0,0,0,0,0,0,0,1.789,0,0.862,0,1.34,0,0,0,0,0,0,2.46,1.638,0,0,0,1.948,0,0,0,0,2.161,0,0,0,5.559,0,0,0,0,0,1.701,0,0,0,0,6.281,0,0,0,2.112,0,0,0,0,0,0.776,2.769,2.092,0,0,2.52,0,0,0,0,0,2.529,0,0,0,4.073,2.329,3.132,1.449,0,0,0,1.963,1.741,0,0,0,1.915,0,1.492,0,1.787,0,0.929,0,1.481,0,0,2.924,3.948,0,1.786,0,0,0,0.736,3.17,0,2.232,0,0,0,0,2.425,0.61,1.584,0,0,0
GPB:bin_000080,5.579,0,0,0,1.198,0,0,0,2.229,2.162,0,1.035,0,0,0,0,0,0,0,0.978,1.652,4.549,2.706,0,0,1.148,0,0,0,1.464,1.651,0,0,0,0,1.65,0,0,0,0,1.711,0,0,1.618,0,0,2.313,1.267,0,2.236,0,1.182,0,0,5.148,0,2.131,5.009,0,0,1.687,0,0,0,0,0,2.3,2.204,0,0,3.235,1.259,2.087,2.221,0,1.16,0,4.403,2.051,0.993,0,1.557,1.176,0,2.011,1.189,3.188,0,0,0,0,0,0,1.346,1.421,0,1.664,1.301,0,0,5.024,4.216,1.593,1.41,2.858,1.85,1.495,0,2.267,2.082,0,0,0,0
GPB:bin_000082,5.751,0,0,4.253,0,0,0,0,0,3.893,5.578,0,0,0,0,0,0,0,0,0,0,2.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.607,0,0,0,0,0,0,0,4.147,6.733,0,0,0,0,0,0,0,0,0,0,3.405,0,2.075,0,0,3.022,3.187,0,0,0,0,0,5.945,0,0,0,0,3.172,3.36,0,0,0,0,0,0,0,1.644,0,0,0,0,1.418,2.269,0,5.85,0,0,0,7.628,0,0,0,0,0,0,0,0,0,0,0,0,1.179,0,0
GPB:bin_000083,5.949,0,0,0,0,0,0,0,0,2.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.775,0,0,0,0,0,0,0,0,1.311,0,0,0,0,0,0,0,0,0,0,13.602,0,0,0,0,0,3.909,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000084,0,0,8.073,5.229,0,0,0,0,0,0,18.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0.858,0,0,0,0,4.447,0,0,0,0,0,0,4.982,0,2.524,0,0,0,0,0,0,0,63.135,0,0,0,15.57,0,0,5.327,0,0,0,15.27,0,0,0,0,0,0,0,0,0,0,2.581,0,0,0,0,0,0,0,0,0,0,38.093,13.929,0,0,0,0,0,64.693,1.318,0,0,0,0,0,0,0,3.881,0,0,0,1.286,0,0
GPB:bin_000085,129.528,0,0,8.059,12.209,0,0,0,0,54.701,2.073,0,0,0,0,0,0,0,0,43.863,0,76.6,0,0,0,48.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.436,0,0,0,0,0,144.337,0,14.654,33.761,0,0,0,0,0,0,86.407,44.42,0,0,83.302,0,2.082,0,0,46.051,61.39,0,8.68,0,0,4.363,45.978,10.827,0,2.705,0,69.789,93.189,126.759,0,100.416,0,0,0,61.458,34.204,0,2.8,0,4.223,248.602,46.864,41.265,81.237,0,47.243,47.345,91.277,2.567,0,26.924,0,69.163,0,0,0,0,48.651,17.918,0,44.391,0,0
GPB:bin_000086,4.986,0,0,0,3.785,0,1.737,5.229,3.116,1.741,2.447,2.94,0,2.139,0,0,0,2.466,0,1.723,4.054,5.375,2.971,3.525,0,8.04,0,0,0,2.999,5.156,0,3.461,0,0,2.472,0,0,3.882,0,2.663,0,0,2.251,0,0,2.937,3.6,0,4.275,0,3.127,0,0,3.918,0,5.576,5.655,0,0,3.239,0,3.499,2.526,0,0,3.027,4.789,1.752,0,0,3.171,6.784,0,0,2.171,2.872,3.02,2.569,3.687,0,2.341,2.334,0,0,4.687,3.825,0,0,0,3.786,2.683,0,2.713,5.712,0,2.77,0,2.553,1.129,3.415,5.306,2.978,2.749,0,2.547,0,0,0,2.017,1.705,2.587,0,0
GPB:bin_000087,5.444,0,1.061,2.677,5.731,3.374,3.351,11.395,12.592,0,1.704,3.284,0,1.136,0,1.406,0.834,6.216,1.73,3.497,8.076,4.508,2.664,11.73,2.002,5.628,3.34,0.826,0,4.057,8.011,0,4.503,2.75,2.314,7.496,1.531,0.896,7.388,4.468,0.723,1.991,1.251,4.668,0,3.795,0.88,4.385,1.975,2.664,3.654,2.684,2.494,0,2.019,1.136,7.923,2.303,2.159,1.482,3.303,1.296,12.131,3.475,3.795,1.474,5.304,5.873,0,1.065,8.054,11.334,12.209,3.81,0,4.926,5.685,3.407,1.798,2.838,3.013,3.365,2.923,0.782,3.887,7.378,3.267,0.714,0.988,4.164,6.947,4.274,2.292,3.809,7.128,3.16,3.232,0.774,7.16,1.795,5.711,5.013,3.045,5.314,0.767,3.364,2.77,5.052,6.897,1.598,1.381,0,0,0
GPB:bin_000088,0,0,0,0,7.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.767,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000089,15.716,0,0,0,3.581,0,0,0,0,13.391,0,0,0,0,0,0,0,0,0,0,0,53.398,0,0,0,5.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,3.681,0,91.671,0,0,0,0,0,20.723,7.699,59.946,0,0,11.711,0,0,0,0,0,8.957,0,26.507,0,0,0,18.864,0,0,0,0,10.416,7.697,0,0,0,0,0,0,0,54.721,0,38.871,0,0,0,0,0,11.933,0,0,0,0,0,0,40.832,0,0,0,0,0,0,6.493,16.241,16.606,0,0,0
GPB:bin_000092,20.418,0,0,5.971,0,0,0,0,0,7.161,0,16.678,0,0,0,29.327,18.434,0,52.098,0,15.722,54.073,0,0,9.989,8.778,0,0,0,0,20.235,0,0,0,0,0,0,9.357,0,0,16.912,0,18.733,0,0,0,38.182,0,6.668,12.758,0,42.167,28.537,6.313,18.154,28.019,7.419,60.41,0,0,12.058,0,14.678,0,0,5.164,28.618,0,66.291,0,27.04,7.53,6.498,6.526,0,35.212,0,19.014,6.562,74.218,0,37.879,22.116,0,13.451,113.239,12.461,13.95,60.564,25.056,14.18,3.154,3.349,4.894,25.158,52.42,3.656,14.847,2.827,1.655,10.89,33.687,59.474,7.267,12.803,0,30.712,0,7.796,18.187,6.725,4.958,0,0
GPB:bin_000093,4.544,0,0,0,0,0,0,0,0,7.283,0,5.806,0,0,0,0,0,0,0,0,35.743,17.725,0,0,0,13.172,0,0,0,0,5.713,0,0,0,0,0,0,0,0,0,3.677,0,0,0,0,0,5.014,0,0,14.42,0,0,0,0,0,0,16.811,17.476,0,0,6.115,0,0,0,0,0,3.103,0,0,0,87.39,5.176,6.922,10.491,0,0,0,5.241,4.864,6.144,0,3.031,6.733,0,5.003,2.283,9.756,0,9.417,0,4.485,0,0,13.747,7.743,0,11.413,0,0,0,4.676,7.5,0,10.077,2.592,0,0,0,15.182,3.962,0,0,0,0
GPB:bin_000094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.736,0,0,0,0,0,0,0,33.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000095,15.251,0,0,0,0,0,0,0,0,0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.826,0,0,0,0,0,0,0,0,1.469,0,0,0,0,0,0,0,0,0,0,10.249,0,0,0,0,0,6.377,0,0,0,0,0,2.53,0,0,0,0,4.02,3.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000097,1.884,0,0,2.117,0,0,0,0,0,0.665,4.345,0,0,0,0,0,0,0,0,0,1.93,0,0,1.483,0,0,0,0,0,0,1.963,0,0,2.334,0,1.335,1.362,0,0,0,1.61,0,0,0.949,0,0,2.084,1.622,2.107,1.195,0,1.872,0,0,0,0,0,0,0,0,1.776,0,1.753,0,0,0.826,1.029,0,0,0,0,0.734,2.691,1.87,0,1.308,0,2.723,0.995,1.288,1.25,1.861,0,0,1.643,1.152,0,0,0,0,0,3.273,1.798,0,2.069,0.703,0,1.8,3.367,2.832,2.049,1.177,1.413,1.448,0,1.596,1.244,0.986,0,0,0,0.999,0,0
GPB:bin_000099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.185,0,0,0,0,0,11.314,0,0,0,0,0,5.179,0,0,0,0,0,17.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000100,0,0,0,0,38.934,0,0,0,225.475,0,0,0,0,0,0,0,0,0,0,8.579,0,0,6.197,0,0,0,0,0,0,71.224,0,0,0,0,0,21.392,0,0,0,0,0,0,0,143.706,0,0,0,77.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.461,0,0,0,0,0,0,0,0
GPB:bin_000104,52.726,0,5.441,104.687,29.256,137.314,28.675,40.957,71.662,36.637,190.785,76.847,5.141,27.858,53.895,47.16,76.312,60.476,41.781,25.868,94.216,92.401,179.265,202.809,194.593,24.534,43.275,0,0,129.159,53.998,0,92.83,78.993,18.35,55.698,96.841,64.559,32.401,13.783,50.252,47.146,31.462,82.793,90.297,42.202,55.159,129.055,244.293,229.396,3.277,83.631,81.033,53.006,73.795,61.386,17.934,145.502,7.882,49.821,52.28,0,116.085,14.019,31.785,58.231,22.956,62.417,15.214,39.036,5.531,145.829,54.601,67.749,0,24.026,192.946,75.214,81.404,12.483,18.798,20.276,36.256,47.252,31.48,63.15,77.112,52.335,107.551,46.616,22.735,124.913,77.833,51.299,37.965,29.086,12.556,50.943,138.777,57.511,51.839,55.458,118.551,42.555,65.729,70.956,112.611,35.414,16.66,58.895,21.92,38.038,0,0
GPB:bin_000111,0,0,7.404,37.198,0,0,0,5.396,0,4.918,2.316,26.563,76.562,58.537,55.993,31.867,4.768,23.134,0,3.051,104.339,9.822,0,0,63.234,41.079,4.733,182.793,83.576,0,71.596,2.936,0,21.307,130.203,4.217,5.145,0,0,0,5,7.537,18.942,0,6.33,284.836,27.73,0,17.793,6.46,61.137,30.887,0,72.797,46.078,8.413,107.099,0,20.72,0,3.456,78.577,4.213,0,11.725,16.251,3.878,0,0,0,34.768,32.899,5.042,21.669,0,0,0,8.138,3.107,31.591,4.876,23.04,63.462,8.506,59.626,28.248,0,13.438,0,0,40.948,46.007,12.197,44.663,5.369,4.314,63.914,27.338,35.769,7.626,49.15,0,75.27,35.808,82.708,0,3.248,16.952,59.24,0,0,2.011,0,0
GPB:bin_000112,0,0,338.344,11.141,17.719,0,0,9.705,20.139,0,0,3.476,135.163,0,0,0,0,0,0,23.714,31.37,0,20.482,0,0,5.622,0,0,0,15.392,23.071,0,0,24.154,8.731,20.584,9.616,0,0,0,0,36.943,0,7.234,110.097,0,27.738,23.128,13.759,0,27.025,0,0,35.206,49.928,0,9.445,0,94.838,0,0,0,10.798,0,0,22.858,0,23.362,0,71.444,10.17,22.002,0,11.31,0,11.615,0,0,0,22.096,18.298,27.95,8.645,0,17.709,32.61,0,0,0,0,9.295,9.941,20.393,5.221,0,0,3.882,10.436,31.52,7.86,29.954,0,0,8.4,20.797,13.3,0,60.724,7.08,0,0,8.303,0,0
GPB:bin_000113,0,0,0,0,0,0,0,0,0,0,122.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.089,0,0,0,0,0,0,0,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000114,0,0,0,0,2.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000115,0.776,0,8.928,0.752,0.737,0,2.406,0.64,1.864,0,1.004,0,3.839,0,0,3.033,1.473,0,0,0,0.786,15.872,0,1.709,0,0,0,0,8.427,0.627,1.326,0,0,2.091,0,0,0,1.528,0.607,0,0,2.46,1.282,1.208,0.82,0,1.802,0,0.819,1.012,3.4,3.331,3.075,0,0,4.216,0.659,8.274,1.933,0,0,0,1.089,0.87,0,0.86,0,0,2.162,1.055,8.857,1.029,3.976,0,0,2.128,0,0,1.368,0.681,1.504,0.779,1.197,0,1.25,3.855,6.871,0.809,1.777,3.354,0,0,1.146,7.269,0.841,1.645,2.603,0,2.758,0,0.769,6.718,3.154,0,0.59,1.188,1.222,2.844,0,1.903,5.761,0,0,0
GPB:bin_000116,5.011,0,0,0,3.556,0,0,27.971,4.588,0,2.819,0,0,0,0,0,0,8.688,0,27.098,9.318,3.06,0,5.939,0,0,0,0,0,0,4.17,0,2.197,0,0,3.094,0,0,2.978,0,0,0,0,0,0,0,0,0,0,3.526,0,0,0,0,0,0,0,0,0,0,0,0,0,2.978,0,0,1.536,4.51,0,0,7.324,5.805,15.348,2.5,0,0,0,0,4.133,0,0,0,2.198,0,3.411,0,0,0,0,0,4.505,0,0,1.924,2.664,0,0,0,0,0,6.781,0,0,4.375,0,0,0,0,3.63,0,0,0,0,0
GPB:bin_000119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21,0,0,0,0,2.581,0,0,0,0,0,0,0,0,0,2.598,0,0,0,0,0,0,0,0,0,0,0,2.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000123,13.187,0,0,34.653,7.228,0,18.767,71.147,72.959,3,22.84,0,0,0,0,0,0,32.295,0,5.536,0,18.903,77.314,5.468,0,0,0,0,0,55.465,0,0,48.078,0,0,68.235,0,0,48.713,0,6.161,0,0,41.607,0,0,9.476,60.951,29.692,7.165,0,16.565,0,0,0,30.643,0,20.422,0,0,12.103,0,94.379,15.98,0,26.313,15.79,32.843,20.187,0,0,0,25.358,0,0,13.833,0,16.615,7.434,9.8,0,14.225,0,15.437,0,23.093,6.132,0,18.38,0,0,46.909,29.101,0,14.305,5.871,0,5.506,31.948,17.561,0,26.965,0,0,0,65.478,10.634,0,0,27.158,0,25.299,0,0
GPB:bin_000124,10.458,0,31.218,14.588,0,0,0,0,0,3.704,11.664,11.863,7.604,0,0,26.677,42.718,0,32.937,0,28.333,0,0,0,24.172,15.994,0,28.729,0,0,17.874,0,0,17.132,0,0,8.857,32.429,0,0,6.696,46.304,23.018,0,15.815,0,20.434,0,7.05,12.339,11.901,21.332,37.762,10.137,17.15,0,22.985,0,12.913,29.576,6.656,5.406,9.983,0,0,5.219,6.521,0,0,35.928,29.801,27.522,5.675,17.381,0,9.962,0,6.771,6.74,14.941,3.301,14.346,19.128,0,17.599,11.528,0,9.092,0,20.391,15.396,22.285,7.518,12.476,5.238,11.844,8.432,9.579,14.521,9.484,23.379,0,24.419,16.497,13.932,0,14.103,9.566,20.452,0,0,8.808,0,0
GPB:bin_000125,11.108,0,0,0,0,0,0,0,0,6.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.357,0,0,0,0,0,0,0,0,26.304,0,0,0,0,0,0,0,0,0,0,5.024,0,0,0,0,0,4.408,0,0,0,0,0,8.682,0,0,0,0,0,4.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000126,6.17,0,0,6.291,0,0,0,0,0,0,0,29.854,0,21.531,0,12.279,78.644,0,33.437,0,6.798,10.032,0,0,6.587,0,0,0,0,0,7.979,0,0,8.971,17.594,0,6.222,44.338,0,0,3.39,28.722,40.694,0,0,6.983,4.59,0,0,4.152,19.569,7.432,27.139,4.417,8.076,0,4.665,13.735,0,0,0,0,4.678,0,0,4.189,2.726,0,4.571,22.451,0,7.426,4.064,3.273,0,5.8,0,4.138,4.147,4.341,6.572,5.392,4.872,0,9.64,4.601,5.784,0,10.804,26.404,2.811,0,3.908,3.187,4.279,32.471,2.924,3.688,4.709,0,8.404,13.901,5.704,0,3.259,0,5.44,6.349,3.876,7.991,0,2.287,0,0
GPB:bin_000127,0,0,0,0,18.757,11.435,13.598,26.928,23.786,0,0,21.817,0,0,0,0,0,37.478,0,18.247,89.527,0,27.177,30.215,0,37.149,0,0,0,21.639,43.102,0,22.968,0,0,10.227,0,0,18.45,26.083,0,0,0,29.529,0,0,0,18.667,0,0,0,0,0,29.982,50.576,0,70.708,0,0,0,0,38.317,0,17.666,0,0,0,30.492,0,0,124.874,59.213,0,27.212,0,0,22.486,0,0,0,0,0,31.888,0,38.507,0,0,0,0,0,27.688,0,0,40.291,0,0,35.173,0,0,0,46.056,0,0,40.642,17.421,31.194,0,0,47.805,0,0,0,0,0
GPB:bin_000129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000130,33.024,0,42.062,16.494,18.003,0,0,0,0,9.702,5.139,17.718,3.87,28.715,0,68.009,30.451,0,57.841,11.332,59.422,37.951,0,0,66.751,29.191,0,59.432,0,0,60.709,0,0,14.761,35.455,27.501,7.121,22.549,0,0,26.106,6.235,29.801,0,16.821,94.363,27.618,24.234,8.204,27.899,17.484,43.317,44.55,29.97,53.229,29.142,52.253,35.959,23.269,55.288,48.566,31.562,7.054,0,0,17.888,24.081,22.756,25.449,5.084,40.028,43.562,36.069,28.074,0,17.948,0,19.13,28.321,20.702,12.318,19.369,42.873,0,40.486,32.364,21.376,15.102,52.674,16.77,38.775,17.943,12.692,28.697,23.943,20.085,22.509,22.273,23.342,4.514,41.237,25.399,31.156,26.359,32.88,30.416,24.49,9.01,38.219,13.477,24.46,8.28,0,0
GPB:bin_000131,49.264,0,53.024,33.82,0,0,0,0,0,3.081,143.861,7.293,0,0,0,16.844,53.591,0,20.598,0,11.498,48.929,0,0,123.096,1.489,0,0,0,0,3.417,0,0,213.769,22.616,0,163.386,58.46,0,0,35.192,164.011,52.755,0,3.132,0,70.38,0,156.223,9.383,124.001,36.258,91.438,0,4.02,4.52,4.824,16.631,50.03,0,12.842,0,96.897,0,0,54.292,12.578,0,21.502,33.293,27.817,5.557,5.167,3.714,0,15.946,0,6.027,4.98,16.049,133.792,8.052,3.487,0,6.236,2.293,4.218,3.463,5.301,50.836,1.28,99.322,50.632,6.444,8.73,5.996,3.999,4.058,118.382,26.459,10.187,7.103,21.572,5.045,1.758,0,9.54,64.251,5.682,3.458,25.813,28.176,0,0
GPB:bin_000132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.298,0,0,0,0,0,26.06,0,0,0,0,0,0,0,0,0,0,35.963,32.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000133,0,0,0,31.836,0,0,0,0,0,0,46.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.004,0,0,8.446,0,0,0,0,0,0,0,0,0,0,0,23.627,0,15.338,0,0,0,0,0,0,0,17.344,0,0,0,31.35,0,0,22.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.483,0,0,0,0,0,0,0,0,0,0,44.772,19.875,0,0,0,0,0,35.58,19.88,0,0,0,0,0,0,0,31.369,0,0,0,13.412,0,0
GPB:bin_000135,6.452,0,0,10.904,7.395,280.049,31.952,46.754,28.802,4.398,15.431,27.562,0,0,31.016,9.444,8.845,74.368,9.479,5.711,14.775,23.333,39.492,71.142,13.299,4.899,0,0,0,24.961,17.422,0,28.344,11.027,0,23.4,6.547,7.795,70.074,446.23,30.915,0,17.141,27.283,0,10.253,82.732,29.077,10.201,33.85,24.719,46.491,8.871,4.953,7.102,16.858,7.615,87.591,0,8.799,28.756,0,4.5,28.01,27.704,8.545,17.016,7.602,3.165,0,8.81,9.693,21.787,7.252,0,4.094,300.973,41.407,23.36,5.229,15.439,25.716,6.948,6.669,8.343,23.031,10.82,3.3,4.849,4.646,4.809,10.163,9.1,6.382,47.279,4.256,4.881,28.08,8.314,3.546,7.21,17.945,91.841,6.249,8.851,8.365,14.587,5.467,5.963,13.643,2.872,11.491,0,0
GPB:bin_000136,8.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.322,0,12.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.578,0,0,0,0,0,0,3.236,0,0,0,0,0,0,0,0,0,0,0,0,6.64,0,0,0,0,0,19.349,0,0,0,0,0,38.092,0,0,0,0,0,16.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000137,5.323,0,0,2.246,0,0,0,0,0,1.995,2.191,0,0,0,0,0,0,0,0,0,0,4.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.706,0,0,0,0,0,2.766,0,1.65,3.694,0,0,0,0,0,2.553,0,5.298,0,0,2.996,0,2.637,0,0,0,2.136,0,1.46,0,0,0,2.998,0,0,0,0,3.458,3.238,0,0,2.383,0,0,0,1.931,3.031,0,3.878,0,0,3.409,1.599,0,3.239,0,0,0,3.093,1.552,0,4.009,0,0,0,0,0,0,0,2.242,0,1.226,0,0
GPB:bin_000139,0,0,0,4.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.474,1.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851,8.08,0,0,0,0,0,1.419,0,0,0,0,13.027,0,0,14.933,0,0,0,0,0,0,0,0,0,0,0,1.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
