genome,D300769,D300820,D300821,D300822,D300823,D300824,D300825,D300826,D300827,D300828,D300829,D300830,D300831,D300832,D300833,D300834,D300835,D300836,D300837,D300838,D300839,D300840,D300841,D300842,D300843,D300844,D300845,D300846,D300847,D300848,D300849,D300850,D300851,D300852,D300853,D300854,D300855,D300856,D300857,D300858,D300859,D300860,D300861,D300862,D300863,D300864,D300865,D300866,D300867,D300868,D300869,D300870,D300871,D300872,D300873,D300874,D300875,D300876,D300877,D300878,D300879,D300880,D300881,D300882,D300883,D300884,D300885,D300886,D300887,D300888,D300889,D300890,D300891,D300892,D300893,D300894,D300895,D300896,D300897,D300898,D300899,D300900,D300901,D300902,D300903,D300904,D300905,D300906,D300907,D300908,D300909,D300910,D300911,D300912,D300913,D300914,D300915,D300916,D300917,D300918,D300919,D300920
HPB:bin_000392,0,2.975,1.292,0.997,0.676,0,0,0,0,0,0,0,0,0,0,5.999,0,0,0,0,0,0,1.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,1.01,0,0,0,0,0,0,1.113,2.098,0,1.139,0,0,0,0,0,0,0.752,0,0,0,0,4.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.574,0,1.514,0,0,0,0
HPB:bin_000397,0,0,0,0,0,0,0,0,0,0,0,0.705,1.539,0,0.937,0,0,1.232,0,0,0,0,0,0,0,0,0.77,0.866,1.26,0.695,0,0,0,0,0,0,0,0,0,0.75,1.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.074,7.437,0.783,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,0,0,1.739,1.074,0,0,0,0,0,0,0,0.721
HPB:bin_000398,0,3.018,1.58,2.519,0,1.67,3.701,0,0,0,0,0,1.17,0,1.561,4.911,0,1.606,0,0,0,0,0,0,0,0,2.408,2.32,2.373,1.601,0,0,0,0,0,0,0,0,0,1.966,0,0,0,1.378,0,1.561,2.179,1.131,0.715,1.457,1.172,0,1.99,3.877,3.527,4.378,0.817,0,0,0,0,0,0,0,0,0,1.288,10.643,0,0,0,0,0,0,0,0,0,2.191,1.028,0,0,0,0,0,0,0,0,0,0,3.133,1.262,4.898,2.341,0,0,5.179,1.426,1.854,1.263,3.262,1.174,3.97
HPB:bin_000400,0,4.001,4.053,1.055,1.237,1.045,1.678,0,1.201,0,0,1.698,1.83,1.048,1.302,2.243,0,1.374,0,0,0,0,0,0,0,0,2.254,2.623,2.629,2.033,0,1.075,0,0,0,0,0,0,0,2.304,1.302,0.852,1.182,1.286,1.218,1.976,1.587,1.134,0,1.456,1.117,0,1.442,2.794,1.559,1.596,0,0,0,0,1.942,0,1.187,0.998,2.68,1.462,2.103,1.847,0,0,0,0,0,0,1.584,0,0,2.501,1.131,0,0,0,0,0,0,0,0,0,0,1.934,1.395,3.14,2.32,0,1.655,2.87,1.532,2.352,1.285,3.108,1.114,2.022
HPB:bin_000411,0,0,5.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000412,0,16.22,2.101,4.525,2.045,2.121,5.622,0,1.355,0,0,0,7.147,0,1.055,5.276,0,0,0,0,0,0,2.29,0,0,0,2.461,0,0,6.77,0,1.135,0,0,0,0,0,0,0,0,8.298,2.453,0,0,0,0,2.53,0.823,1.012,1.057,1.793,0,4.707,4.441,2.994,3.341,1.191,1.547,0,0,3.455,0,0,1.359,3.298,1.723,4.889,9.166,0,0,0,0,0,0,0,0,0,4.226,0,0,0,0,0,0,0,0,0,0,0,2.52,2.11,4.406,0,4.776,1.796,3.693,3.177,2.944,2.789,1.755,1.1,2.083
HPB:bin_000414,0,0,0,0,0,0,0,0,0,0,0,22.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688,0,0,5.733,0,0,0,0,0,0,0,0,0,0,0,0,0,1.683,0.767,0,1.035,0,2.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555,0,0,0,0,0,0,0,0,0,0,0,0,0,7.105,0,2.969,13.796,6.903,5.873,1.187,1.737,0,1.428
HPB:bin_000415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0,4.549,0,0,2.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119,0,0,0,0,0,0,0,0,0
HPB:bin_000416,0,3.371,0,0,2.369,0,0,0,0,0,0,0,0,0,5.139,1.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.562,0,0,0,0,0,0,0,0,0,0,0,3.053,0,0,0,0,0,0,0,0,2.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558,0,0,0,0
HPB:bin_000419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0,1.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0
HPB:bin_000424,0,0,1.623,8.849,0,1.102,0,0,1.021,0,0,0,1.179,1.094,0,1.011,0,0,0,0,0,0,6.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.786,0,0,4.893,0,0,1.578,1.898,0,0,0,2.866,0,2.828,0.982,0,0,0,2.514,0,0,0,0,0,0,2.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000425,0,0,0,0,1.156,0,0,0,0,0,0,0,0,0,0,0,0,0.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954,0,0,0,0,0,1.492,0,0,0,0,0,0,0,0.717,0,0,0,1.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354,0,0,0,0,0,0,1.622,0,1.601,0.952,1.908
HPB:bin_000426,0,2.266,1.836,0,0,0,0,0,6.736,8.166,0,0,1.279,0.878,0,0,0.935,0,0,0,0,1.701,0,0,0,0,3.732,2.11,1.521,7.537,0,0,0,0,0,0,0,0,0.949,3.767,3.763,2.228,1.708,4.037,1.353,0,0,0,0,0,0,0,1.701,1.186,0,0,0,2.251,0,0,1.792,0,0,0,5.795,0,1.394,0,0,0,0,0,0,0,1.749,0,1.182,2.583,0,0,0,0,0,0,0,0,0,0,0,1.873,4.417,5.559,2.567,1.693,2.369,1.5,1.986,0,0,0,0,0
HPB:bin_000428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000430,0,5.689,2.376,26.755,0,4.555,3.07,0,0,0,0,0,1.614,0,0,30.569,0,3.277,0,0,0,0.791,0,0,0,0,1.594,0,4.332,1.994,0,4.824,0,0,0,0,0,0,0,1.759,0,0,0,0,0,9.578,0,0,0,0,1.405,0,16.924,50.874,3.187,10.074,0,0,0,0,0,0,0,4.677,0,0,0,3.856,0,0,0,0,0,0,0,0,0,0,2.532,0,0,0,0,0,0,0,0,0,0,1.229,0,1.916,0,4.234,0,5.154,3.439,0,0,2.319,0,1.819
HPB:bin_000432,0,2.699,1.116,0,0.744,0,0,0,0,0,0,1.403,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795,0,0.649,0,0,0,0,0,0,0,0,0.972,0,0,0,0,0,0,0,0,0,0,0,0,1.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0,0,0,0,0,0
HPB:bin_000441,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042,1.626,0,0,0,0,0,0,0,0,0,0,0,1.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.514,1.051,0,0,0,0,0,0,0,0,0,0,0,1.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HPB:bin_000443,0,1.659,5.239,4.077,3.488,0,0,0,0,0,0,2.319,0,0,0,3.13,0,0,0,0,0,0,0.701,0,0,0,0,0,0,2.746,0,0.596,0,0,0,0,0,0,0,0,0.968,1.142,0,0,0,2.693,1.695,0,0,0,0,0,1.737,0,1.178,1.28,2.111,0,0,0,0,0,4.343,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.147,1.031,0,3.149,2.218,0,1.832,0,0
HPB:bin_000444,0,7.038,12.6,0,7.597,2.561,1.347,0,1.514,0,0,1.354,2.029,0,4.171,14.643,0,0,0,0,0,0,0.966,0,0,0,12.272,5.572,16.447,1.698,0,0,0,0,0,0,0,0,0,0.662,2.476,1.03,0,0,0,0,1.464,1.007,0,0,0,0,1.524,1.663,2.538,10.515,0.682,0.565,0,0,0,0,0,0,4.869,1.528,3.851,4.23,0,0,0,0,0,0,0,0,0,36.629,21.247,0,0,0,0,0,0,0,0,0,0,2.474,7.091,3.024,0.996,0,0,0,0,0,0,0,0,0
HPB:bin_000447,0,8.72,4.389,6.368,9.29,4.417,6.205,0,2.152,2.774,0,4.681,2.76,2.342,1.826,3.047,0.785,2.835,0,0,0,2.981,9.435,0,0,0,2.716,2.024,3.866,5.122,0,0.953,0,0,0,0,0,0,0,3.166,2.503,1.912,2.129,1.303,0,1.641,2.046,1.244,0,1.551,1.442,0,3.276,2.834,8.026,8.833,1.244,1.578,0,0,4.886,0,3.857,2.278,1.488,1.345,3.767,18.294,0.906,0,0,0,0,0,2.986,0,0,2.633,1.378,0,0,0,0,0,0,0,0,0,0,2.872,3.115,4.42,3.201,1.251,2.226,2.969,2.093,4.525,1.685,3.906,1.279,2.504
HPB:bin_000448,0,0,0,0,0,0,0,0,0,0,0,1.568,0.938,0,0,0,0,0,0,0,0,0,0,0,0,0,1.569,1.333,1.851,0,0,0,0,0,0,0,0,0,0,2.575,1.337,0.872,0,0,0.813,1.829,0.833,0,0,0.708,0,0,0,0,0,1.024,0,0,0,0,0,0,0,0.701,2.128,0,0,1.66,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,1.151,0.941,1.56,0.839,0.886,1.856,1.089,1.115,0.831,0,0,1.146
HPB:bin_000451,0,2.361,1.873,0.798,1.135,0,0.897,0,0.932,0,0,1.401,1.792,0,0.853,0,0,0,0,0,0,0,0,0,0,0,1.603,1.864,1.878,1.555,0,1.014,0,0,0,0,0,0,0,1.519,0,0,0.869,1.047,1.434,1.823,1.245,0.79,0,0.882,0,0,0,0,1.236,1.31,0,0,0,0,0.82,0,0.873,0,1.581,0,0,0,0,0,0,0,0,0,1.159,0,0,2.287,1.141,0,0,0,0,0,0,0,0,0,0,1.017,0,1.616,1.659,0,1.694,3.123,1.448,1.649,1.233,2.633,0.94,1.628
HPB:bin_000452,0,3.078,1.515,0,2.181,0,0,0,1.519,0,0,2.983,1.027,0.845,0.915,1.251,0,1.045,0,0,0,0,0,0,0,0,0,2.173,2.355,3.491,0,0.908,0,0,0,0,0,0,0,2.369,1.944,0,1.987,0,1.292,4.065,2.377,1.636,0,1.077,1.31,0,1.589,1.066,2.163,0,0.726,0,0,0,3.341,0,1.198,0.836,3.657,1.007,0,0,0,0,0,0,0,0,1.47,0,0,3.285,1.083,0,0,0,0,0,0,0,0,0,0,0,1.408,2.51,2.292,0.921,2.513,8.53,5.165,4.037,2.255,3.557,1.384,3.644
HPB:bin_000460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.844,0,2.927,7.021,0,0,0,0,0,0,0,0,0,0,2.228,5.88,1.096,0,0,2.278,7.946,0,0,0,1.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.052,2.303,0,0,0,0,0,0,0,0,0,0,1.636,0,19.763,3.737,17.782,0,4.548,9.018,0,0,2.716,1.182,2.103
HPB:bin_000461,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.517,0,0,2.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.581,0,0,0,0,0,0
HPB:bin_000464,0,1.672,1.679,1.03,0.992,1.447,1.088,0,1.466,0,0,1.616,1.614,1.198,2.744,2.578,0,1.15,0,0,0,0,0,0,0,0,7.314,3.136,4.768,1.538,0,1.173,0,0,0,0,0,0,0,1.672,2.202,0,1.199,1.167,0.853,1.557,1.95,1.251,0.716,1.318,1.798,0,0.882,1.069,1.188,1.458,0,0,0,0,0,0,1.712,0.972,5.132,1.631,0.903,0,0,0,0,0,0,0,1.007,0,0,2.605,2.02,0,0,0,0,0,0,0,0,0,0,1.448,1.142,3.118,2.245,0,1.033,1.826,0,2.031,1.659,3.752,1.544,1.604
HPB:bin_000465,0,0,0,0,0,0,0,0,0,3.728,0,8.21,2.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.387,0,0,0,1.199,0,0,0,1.191,0,0,0,1.371,0,0,0,1.12,8.25,1.578,0,0.916,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.244,0,0,1.929,2.619,2.796,0,4.162,0,1.624
HPB:bin_000467,0,3.378,2.071,0,2.653,0,0,0,1.064,0.634,0,1.454,0,0,1.184,2.24,0,2.93,0,0,0,0.848,0,0,0,0,3.546,2.062,4.424,0,0,2.831,0,0,0,0,0,0,0.877,3.631,0,0,1.948,0.802,2.816,26.445,0,1.384,0,0,0.801,0,0,0,3.751,1.345,0,0.636,0,0,1.451,0,0,0,0,1.908,4.857,0,0,0,0,0,0,0,0,0,0,0,1.758,0,0,0,0,0,0,0,0,0,0,1.617,0,2.196,0,0,4.074,6.127,2.555,1.716,1.592,3.649,0.902,0
HPB:bin_000468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.883,0,3.193,0.941
HPB:bin_000469,0,0,0,0,0,0,0,0,0,0,0,0,0.82,1.123,0,0,0,0.857,0,0,0,0,0,0,0,0,1.006,4.835,3.082,0,0,0.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.884,0,0,0,0,0,0,0,0,0,0,0,0,2.672,0,0,0,0,0,0,0,0,0,0,0,0,1.664,1.295,0,5.465,0,0.923,17.506,1.016,1.879,1.407,1.654
HPB:bin_000470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.328,0,0,0,0,0,0,0,0,0,0,0,0,0,1.865,1.75,1.688,2.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.961,0,0,0,8.291,0,0,0,0,0
HPB:bin_000471,0,24.363,13.238,6.231,1.088,1.969,0,0,0,1.265,0,0,0,0,0,8.433,0,0,0,0,0,0,0,0,0,0,0,0,1.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.935,0,0,0,0,0,0,0,0,7.862,4.295,0,0,0,2.506,0,0,1.392,0,0,0,0,0,0,2.822,0,0,0,0,0,0,0,0,1.245,3.593,0,0,0,0,0,0,0,0,0,0,0,0,2.123,0,0,0,0,1.988,0,0,0,0,0,0
HPB:bin_000472,0,0,0,0,0,0,0,0,0,0,0,0.642,0.873,0,0.875,0,0,0,0,0,0,0,0,0,0,0,3.665,0.701,3.171,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,1.41,0.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.774,0.919,1.124,0,0,0,0,0,0,0,0.808,0,0,0,1.323,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.953,0,2.618,0,1.332,2.404,1.211,1.812
HPB:bin_000473,0,1.908,4.601,2.328,3.283,0.61,0.7,0,0,0,0,0.872,0,0,0,0,0,0,0,0,0,0,5.092,0,0,0,0,0,0,2.053,0,0,0,0,0,0,0,0,0,0,0,0,0,2.341,0,0,0.786,0,0,0,0,0,1.001,3.208,1.144,3.119,0,0,0,0,1.113,0,2.702,0,0,0,0,13.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.306,0.913,0,0,3.831,0,0,0,0,0
HPB:bin_000475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.966,7.219,4.068
HPB:bin_000478,0,0,0,0,0,0,0,0,0,0,0,1.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000481,0,1.336,1.714,0.813,0,0,0,0,0,2.495,0,2.17,1.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321,0,0,0,0,0,0,0.97,0,0,1.173,1.078,0,0,1.247,0,0,0,0,0,0,0.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.762,0,0,0,0,0,0,0,0,26.932,17.558,5.897,0,0,10.207,0,0,0,0,0,0,0,0,0,0,0,0,16.591,0,2.362,5.028,0,3.973,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,8.531,3.167,0,0,0,0,0,0,0,0,0,0,0,6.294,18.008,0,0,0,0,0,0,0,0,0,0,1.85,0,2.139,1.897,0,7.524,0,4.845,2.384,19.483,10.242,3.961,0
HPB:bin_000484,0,9.265,17.277,2.34,1.246,2.115,3.029,0,0.874,0,0,4.364,2.304,1.839,3.757,9.829,0,4.726,0,0,0,1.609,5.796,0,0,0,2.238,3.742,3.163,1.941,0,0,0,0,0,0,0,0,0,4.199,2.269,2.535,1.824,2.011,1.27,3.875,1.59,2.958,0,0,3.711,0,4.564,10.141,4.123,5.322,0.699,0,0,0,1.586,0,3.636,2.954,3.463,3.447,1.575,3.327,0,0,0,0,0,0,1.116,0,1.049,5.62,1.232,0,0,0,0,0,0,0,0,0,0,5.539,2.153,5.788,1.252,0,2.456,5.648,4.477,1.986,1.186,1.925,0.978,1.787
HPB:bin_000487,0,0,0,0,0,0,0,0,0,0,0,1.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606,0,2.391,0,0.964,0,0,0,0,0,0,0,1.594,0,1.501,1.246,1.885,1.375,2.304,1.337,0,0,0.905,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818,0,0,0,0,0,0,0,0,0,0,0,1.129,1.695,1.952,0,1.13,1.8,4.363,2.411,1.81,1.286,2.705,0.844,1.452
HPB:bin_000488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.377,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.042,2.194,0,0,0,0,0,0,0,0,2.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742
HPB:bin_000492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,4.192,0,0,0,0,0,0,0,0,0,0,0,1.32,0.935,0,0,0,2.075,2.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.762,0.977,0,0,0,0,0,0,0,0,0,0,0,1.515,1.344,0,0,0,0,0,0,0,0,0,0,1.772,0,2.298,4.881,0.999,1.823,0,2.792,0,0.966,0,0,1.558
HPB:bin_000494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000495,0,1.181,1.007,0,0.86,0,0,0,0.72,0,0,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,0.945,1.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933,0,0,0,0,0,0,0,0,1.729,0,0,0,0,0,0,0,0,0,0.974,0,0,1.157,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042,0,0,0,1.715,0,0,0,0,0,0
HPB:bin_000497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.226,0,2.158,0,0,0,0,0,0,0,0,0,0,0,1.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738,0,0,0,0,0,0,2.598,0,1.291,0,0,0,0,0,0,0,1.145,0,1.147,3.022,1.671,0,0,0,0,0,0,0,0,0,0,1.728,0,2.279,1.88,1.955,3.547,0,3.293,0,0,1.585,0,0
HPB:bin_000500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159,0,0,0,0,0,0,0,0,0,0,0,3.591,0,1.446,0,0,1.466,0,0,0,0,0,0,0,2.098,0,0,0,0,0,0,2.617,4.31,0,0.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.194,0,0,0,0,0,0,0,0,0,1.414,0,0,0,1.516,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,0,3.9,0,0,0,0.903,1.411,1.454,1.103
HPB:bin_000501,0,0,0,0,0,0,1.894,0,0,0,0,0,1.24,1.073,2.084,0,0,0.79,0,0,0,0,0,0,0,0,1.221,1.342,1.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.811,0,0,0,0,0,0,0,0,3.407,0,0,0,0,0,0,0,1.804,3.491,1.4,0,0,0,0,0,0,0,0,0,0,0,1.22,0.948,0,0,0,0,0,0,0,0,0,0,0.802,1.349,2.478,3.571,0,0,2.268,1.732,0,0.838,2.902,0.831,1.565
HPB:bin_000513,0,0,0,0,3.558,4.408,2.062,0,9.175,4.615,0,3.095,2.099,0,0,0,0,1.904,0,0,0,5.254,3.347,1.206,0,0.71,0,0,0,3.082,0,0,0,0,0,11.697,8.289,0,1.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.183,1.418,0,21.452,0,0,4.536,2.213,0.745,0.669,0,0,0,4.388,1.045,0,0.73,0,9.396,7.726,3.857,0,9.781,0,0,0,0,0,0,0,0,0,0,0,2.175,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000517,0,3.822,0,0,3.901,0,0,0,0,0,0,14.059,4.75,2.497,3.446,0,0,3.138,0,0,0,0,0,0,0,0,24.69,8.354,11.521,6.287,0,0,0,0,0,0,0,0,0,4.87,1.61,0,0,0,0,0,3.87,1.666,0,4.46,1.84,0,0,3.876,0,0,0,0,0,0,0,0,0,0,42.131,5.988,3.802,0,0,0,0,0,0,0,0,0,0,0,10.905,0,0,0,0,0,0,0,0,0,0,9.052,7.862,7.899,7.022,3.886,7.425,13.555,4.786,0,3.45,13.982,2.34,6.789
HPB:bin_000519,0,1.318,0.988,0,0,0,0.667,0,0.803,0,0,0,0,0,0,1.6,0,0,0,0,0,0,1.341,0,0,0,0,0,0,0.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.115,0,0,1.298,0,0,0,0,1.559,0,0,0,1.989,0,0,2.711,0,0,0,0,0,0,0,0,0,0.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984,0,2.571,0,1.235,0,0,0,0,0,0
HPB:bin_000522,0,0,0,0,0,0,0,0,0,0,0,4.912,1.935,4.59,0,0,0,0,0,0,0,0,0,0,0,0,1.673,5.428,0,7.531,0,2.068,0,0,0,0,0,0,0.8,0,13.135,1.873,0,0,0,2.814,15.4,0,0,1.308,0,0,0,0,0,0,0,0,0,0,2.512,0,0,0,3.526,0,1.956,0,0,0,0,0,0,0,3.924,0,2.188,0,1.238,0,0,0,0,0,0,0,0,0,0,1.142,3.832,3.006,2.8,1.448,3.867,4.591,2.171,6.516,0,1.989,0,1.316
HPB:bin_000526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
