genome,D300769,D300820,D300821,D300822,D300823,D300824,D300825,D300826,D300827,D300828,D300829,D300830,D300831,D300832,D300833,D300834,D300835,D300836,D300837,D300838,D300839,D300840,D300841,D300842,D300843,D300844,D300845,D300846,D300847,D300848,D300849,D300850,D300851,D300852,D300853,D300854,D300855,D300856,D300857,D300858,D300859,D300860,D300861,D300862,D300863,D300864,D300865,D300866,D300867,D300868,D300869,D300870,D300871,D300872,D300873,D300874,D300875,D300876,D300877,D300878,D300879,D300880,D300881,D300882,D300883,D300884,D300885,D300886,D300887,D300888,D300889,D300890,D300891,D300892,D300893,D300894,D300895,D300896,D300897,D300898,D300899,D300900,D300901,D300902,D300903,D300904,D300905,D300906,D300907,D300908,D300909,D300910,D300911,D300912,D300913,D300914,D300915,D300916,D300917,D300918,D300919,D300920
TH3:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993,0,0,0,0,0,0,0,0,0,0,0,0,1.076,0,0,0,1.579,0,23.972,55.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602,0,0,0,0,0,0,0,3.102,1.285,0,0,0,2.963,1.277,0,0,0,0,0,0,1.147,0,0,0,0,0,0,0.591,0,0,0,0,0,0,0,0,0
TH3:bin_000036,0,7.534,5.671,1.587,0,1.425,0,0,0,0,0,0,1.294,0,0,1.934,0,0,0,0,0,1.191,0,0,0,0,1.759,0,2.41,0.601,0,0.663,0,0,0,0,0,0,0,1.706,0.629,0,1.828,1.904,4.418,2.858,4.3,0.837,0.987,1.023,0,0,3.139,2.514,0,0,0,0.674,0,0,1.112,0,1.878,2.101,1.296,0,0,0,0,0,0,0,0,0,0,0,0,7.627,1.071,0,0,0,0,0,0,0,0,0,0,2.556,0,4.372,10.907,0,0.941,2.793,1.583,0.917,0,1.13,0.575,1.016
TH3:bin_000054,0,0,0.695,1.19,0,0,0,0,0,0,0,0,0,0,0.625,0.631,0,0,0,0,0,0,0,0,0,0,0.642,1.513,8.155,0.607,0,0,0,0,0,0,0,0,0,0,1.385,1.403,0,0,0,1.88,0,0,0.985,0.951,0,0,0,0,0,0.768,0,0,0,0,0,0,0,0,4.311,1.09,0,0,0,0,0,0,0,0,0,0,0,3.127,0,0,0,0,0,0,0,0,0,0,0,1.096,1.213,3.749,0.731,0.838,0,2.545,0.972,0,0.749,0,2.034,0
TH3:bin_000058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.179,1.182,18.685,20.373,0,0,0,0,0,0,0,0,0,5.319,4.083,5.752,0,0,1.275,0,9.465,0,0,2.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.768,0,0,32.365,7.979,0,0,0,0,0,0,0,0,0,0,0,3.539,2.135,1.396,1.637,4.002,0,0,0,1.207,10.117,6.6,12.186
TH3:bin_000069,0,0,0,0.836,0,0,0,0,0,0,0,0,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,9.727,2.727,4.452,0,0,1.507,0,0,0,0,0,0,0,0,0,1.556,0,0,0,10.547,7.624,0,2.622,1.89,0,0,0,0,0,12.206,1.983,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0.751,0,2.796,0,0,0,0,0,0,0,0,0,0,1.357,0,2.247,0,0,1.877,0.797,1.67,0.592,2.127,6.035,2.905,6.19
TH3:bin_000071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.112,0,1.383,0,0,0,0,0,0,0,0,0,0,4.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH3:bin_000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.966,6.808,0,0,0,0,0,0,0,0,0,0,4.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016,0,0,0,0,0,0,0,0,0,0,0,0,0,35.945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515,0,0,0,0,0,0,0,0,0
TH3:bin_000102,0,0,0,0,1.499,0,0,0,0,0.826,0,1.68,0.628,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013,0,0,0,0,3.039,0,0,0,0,0,0,0,0,6.01,0.664,0,0,0,0,0,0,0,0,0.778,0,0.622,0,0,0,0.814,1.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.711,1.874,0,0,0,0,0,0,0,0,0,0,0,4.806,1.864,0,0,0,0,2.316,0,0,0.631,0,2.389
TH3:bin_000140,0,0,0,0,0,0,4.767,0,0.962,0,0,1.074,0,0,0,0.655,0,0,0,0,0,0,0,0,0,0,14.92,0,0,0,0,0,0,0,0,0,0,0,0,2.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066,0,0,0,0,0,0,0,0,0,0,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.073
TH3:bin_000141,0,0,0,0,0,0,0,0,0,0,0,0.749,0.593,0,0.905,0,0,0,0,0,0,0,0,0,0,0,1.745,1.336,1.359,0.656,0,1.157,0,0,0,0,0,0,0,0.771,0,0,0,0,0.941,0,0.837,0.602,0,0.65,0,0,0,0,0,0.606,0,0,0,0,0,0,0,0,0.746,0,0.898,0,0,0,0,0,0,0,1.587,0,0,2.524,1.045,0,0,0,0,0,0,0,0,0,0,0.87,0.926,0.796,1.278,0,0.699,1.241,0.662,1.396,0.837,1.87,0,1.113
TH3:bin_000197,0,0,0,0,0,0,0,0,6.805,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.417,9.525,4.573,0,0,0,0,0,0,0,0,0,3.784,0,0.81,0,0,0,6.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.747,0,0,0,0,0,0,0,0,0,0,0,0,4.734,0,0,0,0,0,0,0,0,0,0,0.606,0.884,0,0,0,0,0,0,2.215,0,0,0,0,0
TH3:bin_000228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.468,4.598,0,0,0,1.501,0,0,0,0,0,0,2.099,0,0,0,3.04,0.699,1.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.762,0,0,1.997,0,0,0,0,0
TH3:bin_000241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.118,0,0,0,0,0,0,0,0,0,0,0,1.002,2.248,8.617,2.805,0,0,0,0,0,0,0,0,0,0.845,4.379,0.626,0,0,0,0.976,1.166,0,0.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.525,1.431,3.219,0,0,0,0,0,0,0,0,0,0,11.405,2.654,0,0,0,0,0,0,0,0,0,0,2.793,1.86,2.369,4.442,0,0,2.926,1.089,1.245,0,0,0,0
TH3:bin_000254,0,0,0,0,0,0,0,0,0,0,0,0.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,1.961,2.072,0,1.439,0,0,0,0,0,0,0,2.68,1.249,1.069,0,1.303,2.861,1.497,2.03,0.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0,0,0,0,0,0,0,0,0,0,3.81,1.014,0,0,0,0,0,0,0,0,0,0,0,1.2,0,1.419,0,0.93,12.982,1.625,0.74,1.083,2.734,0.756,3.231
TH4_00:bin_000002,0,0.976,0,0,0.778,0,0,1.019,0.964,0.635,18.16,5.991,0,0.759,1.047,10.079,5.689,0,0.969,4.03,0.948,11.252,4.676,6.956,0,2.695,11.492,24.152,28.496,37.595,0,1.897,1.951,2.709,5.37,75.531,13.2,0,0,3.673,1.398,69.728,26.81,25.91,2.966,0.592,28.539,0.76,3.544,0,32.285,0,1.125,0,1.19,0,0,1.29,1.982,0,0.721,5.226,0.74,1.609,0,1.063,0,14.644,1.295,1.206,2.899,1.163,10.108,13.443,0,5.104,29.328,9.029,5.003,0,0.627,0,0,0,11.48,5.025,1.931,0.804,0,37.423,12.103,35.492,0.721,33.165,31.422,99.902,2.409,16.107,2.786,8.021,5.299,2.461
TH4_00:bin_000011,0,0,1.12,0,0,1.519,0,0,0,0,0,0,9.236,0,1.333,8.403,0,0,0,0,0,0,0,0,0,0,0,0,1.967,0,0,0.653,0,0,0,0,0,0,0,28.855,0,0,0,0,0.637,0,0,0,0,2.99,0,0,0,1.804,0,0,0,0,0,0,0,0,0,0,10.387,0,18.904,0,0,0,0,0,0,0,0,0,0,9.478,0,0,0,0,0,0,0,0,0,0,0,1.966,0,0,0,0,0,0,0,0,0,0,0,0
TH4_00:bin_000017,0,0.727,1.882,3.797,0,0,0,0,0,0,0,1.261,0.916,0.729,0,1.026,0,0,0,0,0,1.329,0,0,0,0,1.757,1.956,4.338,7.585,0,0,0,0,0,0,0,0,0,0.658,4.948,1.198,1.226,0,0,3.94,8.002,1.408,1.145,0.999,1.602,0,4.137,0.779,3.947,0,0,0,0,0,0,0,1.451,0,0,0,0,1.293,0,0,0,0,0,0,2.743,0,7.161,3.391,2.152,0,0,0,0,0,0,0,0,0,0,2.68,6.243,8.286,2.575,0,4.985,5.041,4.149,9.328,1.69,1.041,1.635,2.416
TH4_00:bin_000028,0,1.463,2.012,0,0.674,0,2.641,0,0,0,0,0,1.107,0,1.286,0,0,0,0,0,0,0,4.294,0,0,0,3.149,1.406,3.595,1.548,0,0,0,0,0,0,0,0,0,1.153,6.485,2.788,1.047,6.715,0.743,0,1.477,0,1.149,0,0.597,0,5.632,1.526,1.718,0.973,0,0.569,0,0,0,0,0,0,2.047,2.63,0,0,0,0,0,0,0,0,0,0,0,5.366,2.919,0,0,0,0,0,0,0,0,0,0,1.154,4.611,8.543,0.977,2.218,2.912,5.48,2.935,0,0,2.334,1.222,2.742
TH4_00:bin_000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.419,0,0,1.204,0,0,0,0,0,0,0,0,1.106,1.687,4.527,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.458,1.293,2.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.942,2.827,0,2.45,0,1.476,0,0.958,1.512,0,0,0,0
TH4_00:bin_000137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.034,0,0,0,0,0,0,0,0,0,0,9.022,0,0,0,0,0,0,2.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,0,0,0,0,0,0,0,0,0,1.369,0.929,1.792
TH4_04:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0.747,3.076,0,0,0,0,0,0,0,0,0,0,0,0,0,1.963,3.241,1.597,6.296,0,0,0,0,0,0,0,0,0,1.627,0,19.222,0,0,0,0,0.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,4.732,0,0,2.313,1.102,0,0,0,0,0,0,0,0,0,0,0,0,1.022,0,0.643,1.312,0,1.973,0,0,2.667,0,1.392
TH4_04:bin_000018,0,0,10.953,0,0,2.69,2.385,0,0,0,0,7.048,11.427,1.319,2.718,8.146,0,6.683,0,0,0,0,0,0,0,0,33.152,9.988,52.31,4.375,0,0,0,0,0,0,0,0,0,18.153,7.737,2.398,0,0,6.003,3.765,14.476,6.05,2.803,2.843,8.105,0,0,11.583,0,14.577,0,0,0,0,0,0,0,0,28.597,6.349,20.766,9.265,0.921,0,0,0,0,0,0,0,0,49.562,14.653,0,0,0,0,0,0,0,0,0,0,26.782,11.825,15.789,15.023,7.275,0,0.996,4.037,0,11.451,15.075,3.76,15.278
TH4_04:bin_000037,0,0,0,0,0,0,0,0,0,0,0,1.152,0,38.845,0,0.771,0,11.518,0,0,0,0,0,0,0,0,0,7.882,0,34.311,0,24.004,0,0,0,0,0,0,7.594,0,0,32.949,0,0,7.633,2.498,13.077,2.229,1.183,0,4.729,0,0,0,0,0,2.672,0,0,0,0,0,0,0,3.152,0.996,3.219,11.424,5.609,0,0,0,0,0,10.367,0,0,73.768,0,0,0,0,0,0,0,0,0,0,2.13,0,42.999,0,0,0,33.782,0,45.771,58.704,1.634,2.495,3.924,2.94
TH4_04:bin_000061,0,0,0,0,0,0,0,0,0.715,0,0,0.873,0,7.137,7.106,0.99,0,9.282,0,0,0,0,0,0,0,0,14.095,2.055,1.333,3.595,0,3.606,0,0,0,0,0,0,0,9.739,0,0,4.867,0,0.894,10.175,5.626,3.252,0,13.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.243,14.052,41.313,0,0,0,0,0,0,0,1.376,0,0,4.145,1.334,0,0,0,0,0,0,0,0,0,0,2.469,0.794,2.275,33.112,0,2.895,1.08,8.382,0,6.96,15.246,11.683,15.497
TH4_04:bin_000063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.367,0,3.223,0,0,0,0,0,0,0,0,0,0,3.047,0,0,3.874,0,1.043,5.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.641,0,0,0,0,0,0,0,0,0,0,0,0,0.997,14.781,0,10.199,0,6.08,2.093,0,0,0,2.688
TH4_04:bin_000119,0,0,0,0,0,0,0,0,0,0,0,0.725,0.75,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0.932,0,2.056,0,0.808,0,0,0,0,0,0,0,1.016,0.913,1.219,2.029,1.696,2,3.029,1.633,0,0,2.887,1.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0.655,2.664,0,0,0,0,0,0,0,0,0,0,1.251,0,0,0,0,0,0,0,0,0,0,0,2.713,1.419,2.922,4.043,0.754,1.855,2.636,2.631,3.839,0.857,6.435,1.68,3.329
TH4_07:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638,0.947,0,0,0.694,0,0,0,0,0,0,0,0,0,0,3.114,11.208,0,1.983,0,0,1.177,0,0,0,0,0,1.179,0,0,0,0,0,0,0,0,0,0,0,0.925,0,0,0,0,0,0,0,0,0,0,0,0.838,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0,0,0,15.87,0,0,0,0,0,0
TH4_07:bin_000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.895,4.086,3.996,0,0,1.678,0,0,0,0,0,0,0,0.749,1.707,0,0.619,0,0.663,1.39,2.847,2.362,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.664,0,0,0,0,0,0,0,0,0,0,2.672,1.492,1.039,2.983,0,2.666,6.437,2.838,0,1.084,2.37,0,2.168
TH4_07:bin_000024,0,1.769,0,0.906,0,0.984,0.786,0,0.671,1.708,0,0.74,0.646,0.886,0.729,0.684,0,2.841,0,0,0,5.683,1.599,0,0,0,0.606,1.459,1.282,4.451,0,0.742,0,0,0,0,0,0,0,0.65,2.405,1.208,1.185,1.045,0.924,3.748,0.936,1.595,0,0.63,0,0,1.741,3.802,1.539,0.989,1.074,8.608,0,0,4.056,0,8.631,0,3.61,0.595,4.558,2.235,0.728,0,0,0,0,0,1.169,0,0.567,5.335,0.833,0,0,0,0,0,0,0,0,0,0,1.951,1.883,2.072,4.258,0,0.647,7.68,0.902,1.881,0.572,0.951,0.793,0.879
TH4_07:bin_000059,0,0,0,0,0,0,0,0,0,0,0,0.766,3.193,0,0,0,0,0,0,0,0,0,0,0,0,0,30.262,2.175,3.243,0,0,4.91,0,0,0,0,0,0,0,2.947,0,0,0,0,4.18,3.532,6.1,0,1.4,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.037,0,0,0,0,0,0,0,0,0,0,0,0,1.761,9.938,0,9.466,0,2.43,0,2.52,0,0,1.507
TH4_07:bin_000063,0,3.808,3.969,2.431,2.315,0.574,1.928,0,1.096,0,0,4.221,3.774,1.131,0,2.878,0,2.668,0,0,0,0,3.616,0,0,0,1.838,1.957,3.098,0,0,0,0,0,0,0,0,0,0,1.44,1.304,0,1.69,3.614,1.396,5.08,1.673,1.355,0,0,1.276,0,1.309,1.685,3.902,1.725,0.576,0,0,0,1.588,0,3.512,0.693,0.98,0,0,4.808,0,0,0,0,0,0,0.997,0,1.41,5.252,1.506,0,0,0,0,0,0,0,0,0,0,1.174,1.811,2.267,4.377,0.914,0.75,5.105,5.486,2.048,1.466,1.797,0,1.103
TH4_07:bin_000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.001,10.145,1.969,0,0,2.113,0,0,0,0,0,0,0,2.428,0,0,0,0,1.425,1.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.036,0,0,0,0,0,0,0,0,0,0,0,0,0,3.612,0,13.589,0,0,7.871,0.739,1.234,0,0
TH4_07:bin_000120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.139,1.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.203,6.323,0.929,0.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.242,3.493,3.981,2.429,0,0,0,0
TH4_14:bin_000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0.886,0,0,5.094,1.063,0,2.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.097,0,0.8,7.235,5.109,2.885,2.972,8.495
TH4_14:bin_000061,0,0,0,0,0,0,0,0,0,0,0,2.802,0,0,0,0,0,0,0,0,0,0,2.481,0,0,0,1.508,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,27.775,1.179,0,0,0,2.493,0,0.811,1.117,1.529,0,0,0,0,0,0,0,0,0,0,0,2.403,0,0,1.402,0,18.786,0,0,0,0,0,0,0,0,0,17.542,2.389,0,0,0,0,0,0,0,0,0,0,3.683,1.759,0,1.643,2.804,5.691,0,0,37.008,8.792,0,4.281,4.391
TH4_14:bin_000081,0,0,0,0,0,0,0,0,0,0,0,0.856,0,2.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.122,0,12.15,0,2.102,0,5.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.709,0,7.126,3.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.123,0,0,24.621,31.136,0.678,2.8,1.591
TH4_14:bin_000084,0,0,0.858,0,3.714,6.429,141.78,0,6.432,0,0,0,127.505,5.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.651,0,56.711,0,0,0,0,0,0,0,0,0,530.188,43.732,304.205,281.715,109.484,14.502,56.281,10.953,2.698,8.823,0,0,0,0,45.246,0,81.667,0,0,0,0,1.177,2.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,0,0,0,0,0,0,0,0,0,0,0,339.583,8.541,73.006,204.229,249.014,6.172,2.075,0,0,2.579
TH4_14:bin_000137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0,0,0,0,0,0,0,1.531,0.996,1.252,0,0,0,0,1.42,0,0,0,1.336
TH4_21:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.696,0,0,0,0,14.03,0,0,0,0,0,0,0,17.356,0,0,0,0,5.425,0.907,1.157,0,0,3.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.678,0,0,0,0,0,0,0,0,0,0,0,0,0,11.391,0,0,0,0,0,1.169,14.05,0,0
TH4_21:bin_000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.805
TH4_21:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.661,0,1.394,1.225,0,2.415,0,0,0,0,0,0,0,2.728,0,0,0,0,0,0,4.726,2.442,0,3.414,2.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.769,0,0,0,0,0,0,0,0,0,0,0,0,0,9.321,0,0,12.499,2.317,0,1.227,13.951,10.212,13.145
TH4_21:bin_000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0.728,0,2.315,0,8.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,0,0,0,0,0,0,5.607,0,0,11.669,1.147,9.161
TH4_21:bin_000015,0,0,1.055,0,0,0.548,9.04,0,0,0,0,0.594,1.052,0,2.967,4.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459,0,0,14.001,0,0,0,36.276,0,2.137,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.966,0,0,0,2.201,23.729,1.798,22.781
TH4_21:bin_000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.565,0,0,0,1.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.111,17.106,8.182,12.735
TH4_21:bin_000039,0,0,0,0,4.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833,2.588,0,0,0,0,0,0,0,0,0,0,0,0,0,1.826,0,0,0,0,0,2.899,0,4.668,0,0,0,10.37,1.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.932,0,0,0,0,7.566,0,0,12.461,1.457
TH4_21:bin_000050,0,0,1.29,1.43,0.918,2.117,1.046,0,0,0,0,0.723,0,0,0.685,0.808,0,0.59,0,0,0,1.04,0.585,0,0,0,0,0.673,11.957,2.046,0,1.242,0,0,0,0.583,0,0,0,0,0,0.716,0.959,2.748,0,1.037,2.612,2.763,2.331,0.77,4.244,0,0,0.718,1.14,2.711,0,0,0,0,1.588,0,1.461,2.406,0.613,0,0,1.976,0,0,0,0,0,0,0,0,2.194,1.879,1.508,0,0,0,0,0,0,0,0,0,0,2.423,0,2.655,2.62,0,1.773,9.776,0,0.789,1.406,4.065,4.076,3.897
TH4_21:bin_000066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.215,0,0
TH4_21:bin_000088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.425,0,14.454
TH4_21:bin_000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837,0,0,0,0,0,0,0,0.994,0,0,0,0,0,1.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.525,7.919,6.549,0,12.057
TH4_21:bin_000116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.465,2.615,3.665,2.155,0.742
TH4_21:bin_000185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.117
TH4:bin_000003,0,0,0,0,0,0,0,0,0,0,0,8.522,0,0,0.591,0,0,0,0,0,0,0,0,0,0,0,5.165,5.13,1.227,0.754,0,0,0,0,0,0,0,0,0,0,0.845,0,0,0,0,0,2.013,0,0,0,1.456,0,0,0,0,0,0,0,0,0,0,0,0,0,2.146,1.234,0,0,0,0,0,0,0,0,0,0,0,0.877,0,0,0,0,0,0,0,0,0,0,0,3.368,1.174,0,0,0,2.968,0,3.001,5.608,0,4.568,2.74,3.372
TH4:bin_000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558,14.749,0,7.303,0,2.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.312,0,0,2.891,7.001,9.673,3.517,5.228
